binding_f1,cost,critical_recall,cvsr,difficulty,evaluator_hash,evaluator_version,evidence_precision,latency_ms,llm_calls,method,object_f1,relation_f1,replay_success,task_id,task_type,technical_failure,tokens
0.0,0.0,1.0,False,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,0.0,0,SingleAgent-AllTools,1.0,0.0,1.0,EXT-RR-011,rule_repair,False,0
1.0,0.00017122,1.0,True,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,1490.1,1,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-RR-011,rule_repair,False,1215
1.0,0.0005945799999999999,1.0,True,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,3570.6,2,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-DB-052,data_binding,False,3787
1.0,0.00025298,1.0,True,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2799.9,1,SingleAgent-AllTools,1.0,1.0,0.0,EXT-DB-052,data_binding,False,1414
0.0,0.0,1.0,False,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,0.0,0,SingleAgent-AllTools,1.0,0.0,1.0,EXT-RR-058,rule_repair,False,0
1.0,0.00020594,1.0,True,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2456.1,1,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-RR-058,rule_repair,False,1463
1.0,0.00035196,1.0,True,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2444.7,2,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-DB-006,data_binding,False,2392
1.0,0.00016072,1.0,True,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,1123.0,1,SingleAgent-AllTools,1.0,1.0,0.0,EXT-DB-006,data_binding,False,1013
0.0,0.0005798800000000001,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,6071.6,3,SingleAgent-AllTools,0.9877,0.5333,0.7,EXT-SC-034,scene_construction,False,3349
0.0,0.0011823,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,10350.5,5,KAFarmTwin-TypedRepair,0.9877,0.5333,1.0,EXT-SC-034,scene_construction,False,7449
1.0,0.00018774,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,1440.7,1,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-RR-031,rule_repair,False,1333
0.0,0.0,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,0.0,0,SingleAgent-AllTools,1.0,0.0,1.0,EXT-RR-031,rule_repair,False,0
0.0,0.0,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2.6,0,SingleAgent-AllTools,0.0,0.0,0.0,EXT-MQ-018,memory_query,False,0
0.0,0.0,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2.9,0,KAFarmTwin-TypedRepair,0.0,0.0,0.0,EXT-MQ-018,memory_query,False,0
1.0,0.0003843,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,3168.5,2,KAFarmTwin-TypedRepair,0.4211,0.75,1.0,EXT-AR-028,asset_routing,False,2526
0.0,0.00070028,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,8171.9,3,SingleAgent-AllTools,0.1,0.2667,0.9231,EXT-AR-028,asset_routing,False,3821
1.0,0.00020272,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,1891.1,1,SingleAgent-AllTools,1.0,1.0,0.0,EXT-DB-043,data_binding,False,1202
1.0,0.00045779999999999996,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2461.7,2,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-DB-043,data_binding,False,3017
1.0,0.00057946,1.0,True,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2958.6,2,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-DB-057,data_binding,False,3737
1.0,0.00025438,1.0,True,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2450.4,1,SingleAgent-AllTools,1.0,1.0,0.0,EXT-DB-057,data_binding,False,1422
0.0,0.0008502200000000001,1.0,False,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,13107.7,3,SingleAgent-AllTools,0.0533,0.3333,0.7333,EXT-AR-048,asset_routing,False,4379
1.0,0.00042728000000000004,1.0,False,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2836.2,2,KAFarmTwin-TypedRepair,0.1176,0.6,1.0,EXT-AR-048,asset_routing,False,2805
1.0,0.00036036,1.0,True,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2832.6,2,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-DB-008,data_binding,False,2429
1.0,0.0001624,1.0,True,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,1334.0,1,SingleAgent-AllTools,1.0,1.0,0.0,EXT-DB-008,data_binding,False,1020
0.0,0.00046829999999999994,1.0,True,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,3888.1,3,SingleAgent-AllTools,1.0,0.6667,0.8333,EXT-SC-005,scene_construction,False,2900
0.0,0.00046157999999999995,1.0,True,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,6100.9,3,KAFarmTwin-TypedRepair,1.0,0.75,1.0,EXT-SC-005,scene_construction,False,2876
0.0,0.00072408,1.0,False,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,6201.8,4,KAFarmTwin-TypedRepair,0.9912,0.7273,1.0,EXT-SC-054,scene_construction,False,4696
0.0,0.0005240199999999999,1.0,False,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,6003.1,3,SingleAgent-AllTools,0.9912,0.4286,0.7,EXT-SC-054,scene_construction,False,3146
0.0,0.00049504,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,5201.7,3,SingleAgent-AllTools,1.0,0.8333,0.625,EXT-SC-042,scene_construction,False,3026
0.0,0.00075432,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,7382.9,4,KAFarmTwin-TypedRepair,1.0,0.7692,1.0,EXT-SC-042,scene_construction,False,4869
1.0,0.0003626,1.0,True,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2396.3,2,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-DB-015,data_binding,False,2442
1.0,0.00015764,1.0,True,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2106.3,1,SingleAgent-AllTools,1.0,1.0,0.0,EXT-DB-015,data_binding,False,1005
0.0,0.0,1.0,True,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2.9,0,SingleAgent-AllTools,0.0,0.0,0.0,EXT-MQ-060,memory_query,False,0
0.0,0.0,1.0,True,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2.3,0,KAFarmTwin-TypedRepair,0.0,0.0,0.0,EXT-MQ-060,memory_query,False,0
1.0,0.00020412,1.0,True,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,1662.8,1,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-RR-059,rule_repair,False,1450
0.0,0.0,1.0,False,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,0.0,0,SingleAgent-AllTools,1.0,0.0,1.0,EXT-RR-059,rule_repair,False,0
1.0,0.00019096,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,1793.3,1,SingleAgent-AllTools,1.0,1.0,0.0,EXT-DB-040,data_binding,False,1137
1.0,0.00041482,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2383.9,2,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-DB-040,data_binding,False,2729
1.0,0.00034062000000000003,1.0,False,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2195.9,2,KAFarmTwin-TypedRepair,0.3043,1.0,1.0,EXT-AR-009,asset_routing,False,2274
0.0,0.00073864,1.0,False,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,10443.1,3,SingleAgent-AllTools,0.08,0.2857,0.7692,EXT-AR-009,asset_routing,False,3921
0.0,0.0,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,0.1,0,SingleAgent-AllTools,1.0,0.0,1.0,EXT-RR-030,rule_repair,False,0
1.0,0.00018914,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,1971.3,1,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-RR-030,rule_repair,False,1343
1.0,0.00038471999999999996,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2293.6,2,KAFarmTwin-TypedRepair,0.1613,0.75,1.0,EXT-AR-019,asset_routing,False,2553
0.0,0.00044604,0.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,0.0,6228.3,1,SingleAgent-AllTools,0.0,0.0,0.0,EXT-AR-019,asset_routing,False,1986
0.0,0.0005945799999999999,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,8517.4,3,SingleAgent-AllTools,0.9905,0.4706,0.7273,EXT-SC-029,scene_construction,False,3422
0.0,0.00123872,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,10355.6,5,KAFarmTwin-TypedRepair,0.9905,0.4706,1.0,EXT-SC-029,scene_construction,False,7713
0.0,0.00052976,1.0,False,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,5565.5,3,KAFarmTwin-TypedRepair,0.9744,0.5455,1.0,EXT-SC-011,scene_construction,False,3167
0.0,0.00051632,1.0,False,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,5617.0,3,SingleAgent-AllTools,0.9744,0.5455,0.75,EXT-SC-011,scene_construction,False,3116
0.0,0.0,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,0.1,0,SingleAgent-AllTools,1.0,0.0,1.0,EXT-RR-016,rule_repair,False,0
1.0,0.00019292,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,1254.4,1,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-RR-016,rule_repair,False,1370
1.0,0.0003843,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2611.3,2,KAFarmTwin-TypedRepair,0.9706,0.75,1.0,EXT-AR-040,asset_routing,False,2556
0.0,0.00044618,0.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,0.0,8980.7,1,SingleAgent-AllTools,0.0,0.0,0.0,EXT-AR-040,asset_routing,False,1987
0.0,0.0,1.0,False,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,0.0,0,SingleAgent-AllTools,1.0,0.0,1.0,EXT-RR-014,rule_repair,False,0
1.0,0.0001736,1.0,True,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,880.1,1,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-RR-014,rule_repair,False,1232
1.0,0.0005789,1.0,True,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2926.7,2,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-DB-059,data_binding,False,3749
1.0,0.0002359,1.0,True,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2139.5,1,SingleAgent-AllTools,1.0,1.0,0.0,EXT-DB-059,data_binding,False,1358
1.0,0.00016884,1.0,True,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,1564.8,1,SingleAgent-AllTools,1.0,1.0,0.0,EXT-DB-005,data_binding,False,1046
1.0,0.00036735999999999995,1.0,True,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2333.6,2,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-DB-005,data_binding,False,2457
1.0,0.00036134,1.0,True,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2644.3,2,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-DB-014,data_binding,False,2434
1.0,0.00016282,1.0,True,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,3652.2,1,SingleAgent-AllTools,1.0,1.0,0.0,EXT-DB-014,data_binding,False,1023
0.0,0.00076818,1.0,True,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,10019.8,3,SingleAgent-AllTools,1.0,0.6,0.75,EXT-SC-049,scene_construction,False,4054
0.0,0.00057274,1.0,True,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,6233.8,3,KAFarmTwin-TypedRepair,1.0,0.6,1.0,EXT-SC-049,scene_construction,False,3338
1.0,0.00020944,1.0,True,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,1158.2,1,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-RR-048,rule_repair,False,1488
0.0,0.0,1.0,False,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,0.0,0,SingleAgent-AllTools,1.0,0.0,1.0,EXT-RR-048,rule_repair,False,0
0.0,0.0005474,1.0,False,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,6165.0,3,SingleAgent-AllTools,1.0,1.0,0.625,EXT-SC-050,scene_construction,False,3221
0.0,0.00054236,1.0,True,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,7358.1,3,KAFarmTwin-TypedRepair,1.0,0.6667,1.0,EXT-SC-050,scene_construction,False,3226
0.0,0.0,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2.4,0,KAFarmTwin-TypedRepair,0.0,0.0,0.0,EXT-MQ-039,memory_query,False,0
0.0,0.0,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,1.9,0,SingleAgent-AllTools,0.0,0.0,0.0,EXT-MQ-039,memory_query,False,0
0.0,0.0006132,1.0,False,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,9046.9,3,SingleAgent-AllTools,0.08,0.1333,0.7143,EXT-AR-002,asset_routing,False,3460
1.0,0.00033684000000000003,1.0,False,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2331.3,2,KAFarmTwin-TypedRepair,0.2727,1.0,1.0,EXT-AR-002,asset_routing,False,2253
1.0,0.00018928,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,694.7,1,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-RR-042,rule_repair,False,1344
0.0,0.0,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,0.0,0,SingleAgent-AllTools,1.0,0.0,1.0,EXT-RR-042,rule_repair,False,0
0.0,0.0006820800000000001,1.0,False,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,9508.8,3,SingleAgent-AllTools,0.2812,0.625,0.7273,EXT-AR-059,asset_routing,False,3729
0.6667,0.00052556,1.0,False,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2412.5,2,KAFarmTwin-TypedRepair,0.3548,0.8333,1.0,EXT-AR-059,asset_routing,False,3426
1.0,0.00038345999999999996,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,1923.2,2,KAFarmTwin-TypedRepair,0.3889,0.75,1.0,EXT-AR-021,asset_routing,False,2553
0.0,0.00044562,0.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,0.0,6833.3,1,SingleAgent-AllTools,0.0,0.0,0.0,EXT-AR-021,asset_routing,False,1983
0.0,0.00058576,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,7972.7,3,SingleAgent-AllTools,0.9367,0.5455,0.6667,EXT-AR-041,asset_routing,False,3358
1.0,0.00038192,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2942.2,2,KAFarmTwin-TypedRepair,0.2368,0.75,1.0,EXT-AR-041,asset_routing,False,2544
1.0,0.0004032,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2459.7,2,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-DB-026,data_binding,False,2688
1.0,0.00017934,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,1816.0,1,SingleAgent-AllTools,1.0,1.0,0.0,EXT-DB-026,data_binding,False,1096
1.0,0.00019474,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,1840.8,1,SingleAgent-AllTools,1.0,1.0,0.0,EXT-DB-024,data_binding,False,1155
1.0,0.00042196,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2546.0,2,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-DB-024,data_binding,False,2771
1.0,0.00033838,1.0,True,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2593.5,2,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-AR-008,asset_routing,False,2294
0.0,0.00055608,1.0,False,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,7120.6,3,SingleAgent-AllTools,0.1,0.3333,0.9,EXT-AR-008,asset_routing,False,3251
0.0,0.0006013,1.0,True,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,7868.1,3,SingleAgent-AllTools,1.0,0.6667,0.7273,EXT-SC-046,scene_construction,False,3429
0.0,0.00077056,1.0,True,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,6100.4,4,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-SC-046,scene_construction,False,4919
0.0,0.0,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2.4,0,KAFarmTwin-TypedRepair,0.0,0.0,0.0,EXT-MQ-029,memory_query,False,0
0.0,0.0,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,1.4,0,SingleAgent-AllTools,0.0,0.0,0.0,EXT-MQ-029,memory_query,False,0
0.0,0.0,1.0,True,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,1.1,0,SingleAgent-AllTools,0.0,0.0,0.0,EXT-MQ-008,memory_query,False,0
0.0,0.0,1.0,True,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,0.8,0,KAFarmTwin-TypedRepair,0.0,0.0,0.0,EXT-MQ-008,memory_query,False,0
1.0,0.00020944,1.0,True,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,700.7,1,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-RR-052,rule_repair,False,1488
0.0,0.0,1.0,False,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,0.0,0,SingleAgent-AllTools,1.0,0.0,1.0,EXT-RR-052,rule_repair,False,0
1.0,0.00023352,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,1985.9,1,SingleAgent-AllTools,1.0,1.0,0.0,EXT-DB-021,data_binding,False,1310
1.0,0.00047039999999999994,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,3111.2,2,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-DB-021,data_binding,False,3051
1.0,0.00017122,1.0,True,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,901.0,1,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-RR-003,rule_repair,False,1215
0.0,0.0,1.0,False,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,0.0,0,SingleAgent-AllTools,1.0,0.0,1.0,EXT-RR-003,rule_repair,False,0
0.0,0.0,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,0.0,0,SingleAgent-AllTools,1.0,0.0,1.0,EXT-RR-029,rule_repair,False,0
