task_id,task_category,method,run_id,success,required_objects,generated_objects,correct_objects,required_relations,generated_relations,correct_relations,required_bindings,generated_bindings,correct_bindings,checked_rules,violated_rules,manual_corrections,expected_trace_steps,traceable_steps,trace_field_components,trace_executed_components,trace_declared_steps,trace_executed_steps,trace_evidence_steps,missing_objects,extra_objects,hierarchy_errors,relation_direction_errors,missing_relations,missing_bindings,binding_missing_fields,asset_type_errors,layout_boundary_errors,pseudo_trace_steps,trace_not_auditable,memory_range_errors,elapsed_ms,notes
T12,资产路由,Ours KAFarmTwin,1,1,12,3,3,20,16,16,14,8,8,4,0,0,5,5,5,5,0,10,10,9,0,0,3,4,6,0,0,0,0,0,0,68928,"planSource={'mode': 'llm', 'model': 'Pro/zai-org/GLM-5.1', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=5"
T13,数据绑定,Direct-LLM + Schema,1,1,10,3,3,15,3,3,12,4,4,4,0,0,1,0,0,0,1,0,0,7,0,0,0,12,8,0,0,0,1,1,0,13523,直接生成绑定，含温度/湿度/CO2/光照及单位时间戳
T13,数据绑定,Ours KAFarmTwin,1,1,10,3,3,15,12,12,12,7,7,3,0,0,5,5,5,5,0,10,10,7,0,0,2,3,5,0,0,0,0,0,0,73669,"planSource={'mode': 'llm', 'model': 'Pro/zai-org/GLM-5.1', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=2"
T14,数据绑定,Direct-LLM + Schema,1,1,8,12,8,14,8,8,10,16,10,3,0,0,1,0,0,0,1,0,0,0,4,0,0,6,0,0,0,0,1,1,0,33747,直接生成满足R1/R2/R5的数据绑定
T14,数据绑定,Ours KAFarmTwin,1,1,8,7,7,14,27,14,10,11,10,4,0,0,5,5,5,5,0,10,10,1,0,0,6,0,0,0,0,0,0,0,0,92389,"planSource={'mode': 'llm', 'model': 'Pro/zai-org/GLM-5.1', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=2"
T15,数据绑定,Direct-LLM + Schema,1,1,9,5,5,16,5,5,14,7,7,3,0,0,1,0,0,0,1,0,0,4,0,0,0,11,7,0,0,0,1,1,0,18368,基于Direct-LLM直接生成，满足R2数据绑定与R6设备覆盖规则
T15,数据绑定,Ours KAFarmTwin,1,1,9,2,2,16,10,10,14,3,3,3,0,0,5,5,5,5,0,10,10,7,0,0,0,6,11,0,0,0,0,0,0,72284,"planSource={'mode': 'llm', 'model': 'Pro/zai-org/GLM-5.1', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=0"
T16,数据绑定,Direct-LLM + Schema,1,1,15,17,15,22,12,12,18,40,18,3,0,0,1,0,0,0,1,0,0,0,2,0,0,10,0,0,0,0,1,1,0,62403,直接生成层级与绑定，满足R1/R2
T16,数据绑定,Ours KAFarmTwin,1,1,15,10,10,22,33,22,18,11,11,3,0,0,5,5,5,5,0,10,10,5,0,0,10,0,7,0,0,0,0,0,0,72908,"planSource={'mode': 'llm', 'model': 'Pro/zai-org/GLM-5.1', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=1"
T17,数据绑定,Direct-LLM + Schema,1,1,8,8,8,13,7,7,12,5,5,4,0,0,1,0,0,0,1,0,0,0,0,0,0,6,7,0,0,0,1,1,0,21362,直接映射气象站及传感器至外部环境并绑定日报
T17,数据绑定,Ours KAFarmTwin,1,1,8,2,2,13,9,9,12,3,3,3,0,0,5,5,5,5,0,10,10,6,0,0,0,4,9,0,0,0,0,0,1,58922,"planSource={'mode': 'llm', 'model': 'Pro/zai-org/GLM-5.1', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=0"
T18,数据绑定,Direct-LLM + Schema,1,1,14,7,7,25,6,6,22,4,4,4,0,0,1,0,0,0,1,0,0,7,0,0,0,19,18,0,0,0,1,1,1,22027,直接生成满足R2数据绑定合法的日报聚合结构
T18,数据绑定,Ours KAFarmTwin,1,1,14,8,8,25,24,24,22,9,9,4,0,0,5,5,5,5,0,10,10,6,0,0,4,1,13,0,0,0,0,0,1,167425,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=0"
T19,规则修正,Direct-LLM + Schema,1,0,8,2,2,12,2,2,7,1,1,2,1,0,1,0,0,0,1,0,0,6,0,0,0,10,6,0,0,0,1,1,0,10085,直接生成修正结果，补全缺失绑定
T19,规则修正,Ours KAFarmTwin,1,1,8,2,2,12,7,7,7,5,5,3,0,0,5,5,5,5,0,10,10,6,0,0,1,5,2,0,0,0,0,0,0,66291,"planSource={'mode': 'llm', 'model': 'Pro/zai-org/GLM-5.1', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=1"
T20,规则修正,Direct-LLM + Schema,1,0,16,3,3,22,3,3,8,1,1,3,1,0,1,0,0,0,1,0,0,13,0,0,0,19,7,0,0,1,1,1,0,12017,直接生成修正结果，无真实工具调用
T20,规则修正,Ours KAFarmTwin,1,1,16,5,5,22,17,17,8,5,5,4,0,0,5,5,5,5,0,10,10,11,0,0,0,5,3,0,0,0,0,0,0,51284,"planSource={'mode': 'llm', 'model': 'Pro/zai-org/GLM-5.1', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=0"
T21,规则修正,Direct-LLM + Schema,1,0,18,10,10,25,9,9,9,6,6,3,1,0,1,0,0,0,1,0,0,8,0,1,0,16,3,0,0,0,1,1,1,26098,基于直接推理补全缺失层级归属
T21,规则修正,Ours KAFarmTwin,1,1,18,8,8,25,29,25,9,9,9,4,0,0,5,5,5,5,0,10,10,10,0,0,8,0,0,0,0,0,0,0,1,81923,"planSource={'mode': 'llm', 'model': 'Pro/zai-org/GLM-5.1', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=1"
T22,规则修正,Direct-LLM + Schema,1,1,10,4,4,15,4,4,8,3,3,4,1,0,1,0,0,0,1,0,0,6,0,0,0,11,5,0,0,0,1,1,0,20469,直接修正R5违规，补充摄像头属性
T22,规则修正,Ours KAFarmTwin,1,1,10,6,6,15,21,15,8,10,8,3,0,0,5,5,5,5,0,10,10,4,0,0,0,0,0,0,0,0,0,0,0,51552,"planSource={'mode': 'llm', 'model': 'Pro/zai-org/GLM-5.1', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=2"
T23,规则修正,Direct-LLM + Schema,1,0,8,5,5,12,4,4,10,1,1,3,1,0,1,0,0,0,1,0,0,3,0,0,0,8,9,0,0,0,1,1,0,14501,直接补齐单位cm、采样时间及绑定植株对象以满足R2
T23,规则修正,Ours KAFarmTwin,1,1,8,1,1,12,7,7,10,1,1,3,0,0,5,5,5,5,0,10,10,7,0,0,1,5,9,0,0,0,0,0,0,46971,"planSource={'mode': 'llm', 'model': 'Pro/zai-org/GLM-5.1', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=0"
T24,规则修正,Direct-LLM + Schema,1,0,9,8,8,14,5,5,9,4,4,5,1,0,1,0,0,0,1,0,0,1,0,0,0,9,5,0,1,0,1,1,0,22311,基于R4识别资产不匹配，依R9生成占位及任务
T24,规则修正,Ours KAFarmTwin,1,1,9,1,1,14,5,5,9,2,2,5,0,0,5,5,5,5,0,10,10,8,0,0,0,9,7,0,0,0,0,0,0,38843,"planSource={'mode': 'llm', 'model': 'Pro/zai-org/GLM-5.1', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=0"
T25,历史查询,Direct-LLM + Schema,1,1,7,9,7,12,8,8,14,3,3,3,0,0,1,0,0,0,1,0,0,0,2,0,0,4,11,0,0,0,1,1,1,22840,基于Direct-LLM直接生成，满足R8查询约束及R1层级与R2绑定要求
T25,历史查询,Ours KAFarmTwin,1,1,7,3,3,12,12,12,14,7,7,3,0,0,5,5,5,5,0,10,10,4,0,0,2,0,7,0,0,0,0,0,1,63834,"planSource={'mode': 'llm', 'model': 'Pro/zai-org/GLM-5.1', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=2"
T26,历史查询,Direct-LLM + Schema,1,1,5,8,5,9,8,8,10,4,4,4,0,0,1,0,0,0,1,0,0,0,3,0,0,1,6,0,0,0,1,1,1,22064,基于R8构建限定查询，R6绑定设备区域
T26,历史查询,Ours KAFarmTwin,1,1,5,2,2,9,7,7,10,3,3,3,0,0,5,5,5,5,0,10,10,3,0,0,0,2,7,0,0,0,0,0,1,44564,"planSource={'mode': 'llm', 'model': 'Pro/zai-org/GLM-5.1', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=0"
T27,历史查询,Direct-LLM + Schema,1,1,6,7,6,10,6,6,18,5,5,3,0,0,1,0,0,0,1,0,0,0,1,0,0,4,13,0,0,0,1,1,1,18792,基于R8构建查询约束，绑定传感器与事件至温室地块
T27,历史查询,Ours KAFarmTwin,1,1,6,9,6,10,27,10,18,16,16,2,0,0,5,5,5,5,0,10,10,0,3,0,8,0,2,0,0,0,0,0,1,66394,"planSource={'mode': 'llm', 'model': 'Pro/zai-org/GLM-5.1', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=2"
T28,历史查询,Direct-LLM + Schema,1,1,4,7,4,8,6,6,12,3,3,3,0,0,1,0,0,0,1,0,0,0,3,0,0,2,9,0,0,0,1,1,1,16892,基于Direct-LLM直接生成，满足R8查询约束，未伪造执行证据
T28,历史查询,Ours KAFarmTwin,1,1,4,8,4,8,25,8,12,9,9,3,0,0,5,5,5,5,0,10,10,0,4,0,0,0,3,0,0,0,0,0,1,48535,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=0"
T29,历史查询,Direct-LLM + Schema,1,1,5,3,3,9,2,2,8,1,1,2,0,0,1,0,0,0,1,0,0,2,0,1,0,7,7,0,0,0,1,1,1,9857,基于规则推导C02覆盖CR03及事件
T29,历史查询,Ours KAFarmTwin,1,1,5,2,2,9,11,9,8,6,6,2,0,0,5,5,5,5,0,10,10,3,0,0,1,0,2,0,0,0,0,0,1,51994,"planSource={'mode': 'llm', 'model': 'Pro/zai-org/GLM-5.1', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=2"
T30,历史查询,Direct-LLM + Schema,1,1,8,7,7,16,6,6,20,4,4,4,0,0,1,0,0,0,1,0,0,1,0,0,0,10,16,0,0,0,1,1,1,17086,基于R8限制查询范围，直接映射日报结构
T30,历史查询,Ours KAFarmTwin,1,1,8,11,8,16,40,16,20,23,20,4,0,0,5,5,5,5,0,10,10,0,3,0,6,0,0,0,0,0,0,0,1,134412,"planSource={'mode': 'llm', 'model': 'Pro/zai-org/GLM-5.1', 'provider': 'openai-compatible', 'attempt': 2, 'reason': 'llm json plan'}; missingAssets=4"
