task_id,task_category,method,run_id,success,required_objects,generated_objects,correct_objects,required_relations,generated_relations,correct_relations,required_bindings,generated_bindings,correct_bindings,checked_rules,violated_rules,manual_corrections,expected_trace_steps,traceable_steps,trace_field_components,trace_executed_components,trace_declared_steps,trace_executed_steps,trace_evidence_steps,missing_objects,extra_objects,hierarchy_errors,relation_direction_errors,missing_relations,missing_bindings,binding_missing_fields,asset_type_errors,layout_boundary_errors,pseudo_trace_steps,trace_not_auditable,memory_range_errors,elapsed_ms,notes
T06,场景构建,Direct-LLM + Schema,1,1,35,34,34,48,33,33,12,5,5,6,0,0,1,0,0,0,1,0,0,1,0,0,0,15,7,0,0,0,1,1,0,18321,食用菌栽培房归类为温室符合R1层级；传感设备均绑定对象带单位时间戳符合R2、R6；摄像头含位姿观测关系符合R5；无缺失资产不触发R9；对象无悬空越界符合R3；资产类型与场景匹配符合R4
T06,场景构建,LLM + Ontology/Rules Prompt,1,1,35,35,35,48,39,39,12,5,5,8,0,0,5,0,0,0,2,0,0,0,0,0,39,9,7,5,0,0,2,1,0,22078,食用菌栽培房场景按规则完成构建，所有对象层级、空间布局、数据绑定、设备覆盖及摄像头配置均符合R1-R7、R9要求，无规则冲突
T06,场景构建,RAG-Agent + Ontology/Rules,1,1,35,37,35,48,36,36,12,5,5,10,0,0,5,0,0,0,5,0,0,0,2,0,0,12,7,0,0,0,5,1,0,28883,食用菌栽培房场景构建完成，所有规则校验通过，缺失GLB已生成占位与生成任务
T06,场景构建,Single-Agent + Validator,1,1,35,35,35,48,34,34,12,5,5,10,0,0,5,1,1,0,5,0,0,0,0,0,0,14,7,0,0,0,5,1,0,24080,食用菌栽培房场景构建完成，所有规则校验通过，无违规与缺失资产
T06,场景构建,Multi-Agent + Shared Knowledge,1,1,35,37,35,48,34,34,12,34,12,9,0,0,5,5,5,0,6,0,0,0,2,0,0,14,0,0,0,0,6,1,0,30533,食用菌栽培房场景构建完成，所有规则合规，无缺失项，菌包托盘占位资产与生成任务已配置
T06,场景构建,Ours KAFarmTwin,1,1,35,3,3,48,10,10,12,10,10,6,0,0,5,5,5,5,0,10,10,32,0,0,2,38,2,0,0,0,0,0,0,10159,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=2"
T07,资产路由,Direct-LLM + Schema,1,1,24,48,24,31,47,31,24,3,3,8,0,0,1,0,0,0,1,0,0,0,24,0,0,0,21,0,0,0,1,1,0,10048,5株重点番茄分配F2DMAS高保真资产，15株背景番茄分配轻量GLB资产，摄像头传感器生成占位资产，符合所有共享规则
T07,资产路由,LLM + Ontology/Rules Prompt,1,1,24,29,24,31,46,31,24,2,2,8,0,0,5,0,0,0,2,0,0,0,5,0,0,0,22,0,0,0,2,1,0,17053,按需求完成重点/背景番茄资产分配，占位资产已生成，符合R9要求
T07,资产路由,RAG-Agent + Ontology/Rules,1,1,24,30,24,31,47,31,24,23,23,7,0,0,5,0,0,0,5,0,0,0,6,0,0,0,1,0,0,0,5,1,0,22012,已完成番茄科研样本区全对象构建，重点番茄5株绑定F2DMAS高保真资产，背景番茄15株绑定轻量GLB资产，摄像头与传感器生成占位对象，所有规则校验通过，无违规项
T07,资产路由,Single-Agent + Validator,1,1,24,31,24,31,48,31,24,22,22,10,0,0,5,0,0,0,5,0,0,0,7,0,0,0,2,0,0,0,5,1,0,20265,完成番茄科研样本区构建：5株重点番茄绑定F2DMAS高保真资产，15株背景番茄绑定轻量GLB资产，摄像头、传感器保留占位资产，全量规则校验通过
T07,资产路由,Multi-Agent + Shared Knowledge,1,1,24,48,24,31,49,31,24,23,23,10,0,0,5,5,5,0,6,0,0,0,24,0,0,0,1,0,0,0,6,1,0,20949,按任务需求完成资产分配，占位对象保留，全规则校验通过
T07,资产路由,Ours KAFarmTwin,1,1,24,8,8,31,25,25,24,16,16,4,0,0,5,5,5,5,0,10,10,16,0,0,6,6,8,0,0,0,0,0,0,10156,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=2"
T08,资产路由,Direct-LLM + Schema,1,1,88,8,8,108,6,6,88,3,3,10,0,0,1,0,0,0,1,0,0,80,0,0,0,102,85,0,1,0,1,1,0,8713,完成生菜展示温室资产路由：结构及栽培槽程序化建模，80株生菜用轻量资产，缺失设备生成占位任务，全规则校验通过
T08,资产路由,LLM + Ontology/Rules Prompt,1,1,88,89,88,108,9,9,88,6,6,7,0,0,5,0,0,0,2,0,0,0,1,0,0,99,82,0,0,0,2,1,0,15307,80株生菜轻量资产，温室栽培槽程序化，缺失设备生成占位
T08,资产路由,RAG-Agent + Ontology/Rules,1,1,88,13,13,108,11,11,88,4,4,9,0,0,5,0,0,0,6,0,0,75,0,0,0,97,84,0,0,0,6,1,0,18433,80株生菜id范围plant_001至plant_080，均绑轻量glb；温室结构与栽培槽用程序化建模；缺失灌溉设备生成占位与TRELLIS.2资产生成任务；所有规则校验通过
T08,资产路由,Single-Agent + Validator,1,1,88,10,10,108,11,11,88,3,3,8,0,0,5,0,0,0,5,0,0,78,0,0,0,97,85,0,0,0,5,1,0,18140,"80株普通生菜批量生成（id范围plant_001至plant_080）；补光设备为缺失资产，已生成占位对象和资产生成任务；传感器数据含单位（℃、%RH）和时间戳；摄像头位姿(10,5,3)，观测作物行，视场覆盖栽培区80%；灌溉设备控制栽培区全部区域，所有配置符合共享规则。"
T08,资产路由,Multi-Agent + Shared Knowledge,1,1,88,8,8,108,15,15,88,3,3,9,0,0,5,5,5,0,6,0,0,80,0,0,0,93,85,0,0,0,6,1,0,14921,完成大面积生菜展示温室构建，80株普通生菜采用轻量资产，温室结构与栽培槽程序化建模，缺失补光设备生成占位任务，所有规则校验通过
T08,资产路由,Ours KAFarmTwin,1,0,88,6,6,108,17,17,88,6,6,5,1,1,5,5,5,5,0,10,10,82,0,0,4,91,82,0,0,0,0,0,0,12154,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=0"
T09,资产路由,Direct-LLM + Schema,1,1,18,8,8,27,7,7,18,3,3,6,0,0,1,0,0,0,1,0,0,10,0,0,0,20,15,0,1,0,1,1,0,13386,温室骨架、作物行、滴灌主管/支管采用程序化模型，植株复用已有GLB资产，无规则冲突
T09,资产路由,LLM + Ontology/Rules Prompt,1,1,18,6,6,27,6,6,18,3,3,6,0,0,5,0,0,0,2,0,0,12,0,0,0,21,15,0,0,0,2,1,0,8868,温室骨架、作物行、滴灌主管/支管采用程序化模型，植株复用已有GLB，规则校验全部通过
T09,资产路由,RAG-Agent + Ontology/Rules,1,1,18,7,7,27,7,7,18,3,3,5,0,0,5,0,0,0,5,0,0,11,0,0,0,20,15,0,1,0,5,1,0,10220,温室骨架、作物行、滴灌主管支管均用程序化模型，植株复用已有GLB，无缺失资产
T09,资产路由,Single-Agent + Validator,1,1,18,14,14,27,15,15,18,4,4,8,0,0,5,0,0,0,5,0,0,4,0,0,0,12,14,0,0,0,5,1,0,18760,任务完成，所有规则校验通过，资产类型与对象层级均符合要求
T09,资产路由,Multi-Agent + Shared Knowledge,1,1,18,6,6,27,6,6,18,6,6,6,0,0,5,5,5,0,6,0,0,12,0,0,0,21,12,0,0,0,6,1,0,12511,规则化滴灌场景构建完成，温室骨架、作物行、滴灌主管/支管采用程序化模型，植株复用已有GLB资产，所有规则校验通过
T09,资产路由,Ours KAFarmTwin,1,1,18,4,4,27,11,11,18,5,5,4,0,0,5,5,5,5,0,10,10,14,0,0,0,16,13,0,0,0,0,0,0,10550,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=0"
T10,资产路由,Direct-LLM + Schema,1,1,12,6,6,18,6,6,12,3,3,7,0,0,1,0,0,0,1,0,0,6,0,1,6,12,9,3,0,0,1,1,0,10972,资产库缺失虫情灯、AI摄像头，已生成占位对象与对应TRELLIS.2生成任务，满足R9要求
T10,资产路由,LLM + Ontology/Rules Prompt,1,1,12,8,8,18,7,7,12,4,4,6,0,0,5,0,0,0,2,0,0,4,0,0,0,11,8,0,1,0,2,1,0,13335,假设资产库缺失虫情灯与AI摄像头，已生成对应占位对象及TRELLIS.2资产生成任务，符合R9规则
T10,资产路由,RAG-Agent + Ontology/Rules,1,1,12,8,8,18,7,7,12,5,5,10,0,0,5,0,0,0,6,0,0,4,0,0,0,11,7,0,1,0,6,1,0,12926,场景构建完成，缺失资产已生成占位及TRELLIS.2任务，规则全通过
T10,资产路由,Single-Agent + Validator,1,1,12,8,8,18,8,8,12,4,4,10,0,0,5,1,1,0,5,0,0,4,0,0,0,10,8,0,0,0,5,1,0,16264,因资产库缺少虫情灯、AI摄像头，已按R9生成占位对象及TRELLIS.2生成任务，符合R10修正要求
T10,资产路由,Multi-Agent + Shared Knowledge,1,1,12,9,9,18,8,8,12,1,1,7,1,0,5,5,5,0,6,0,0,3,0,0,0,10,11,0,0,0,6,1,0,12234,虫情灯与AI摄像头资产库无可用资产，已按R9生成占位对象及对应TRELLIS.2生成任务，场景层级、布局、绑定均符合规则要求。
T10,资产路由,Ours KAFarmTwin,1,1,12,4,4,18,10,10,12,8,8,4,0,0,5,5,5,5,0,10,10,8,0,0,0,8,4,0,0,0,0,0,0,11031,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=1"
T11,资产路由,Direct-LLM + Schema,1,1,14,12,12,22,10,10,14,4,4,8,0,0,1,0,0,0,1,0,0,2,0,0,1,12,10,0,0,0,1,1,0,8809,无规则冲突，重点番茄单株分配F2DMAS资产，普通水泵、摄像头分配占位/TRELLIS.2资产，温室、地面分配程序化资产，所有对象层级、布局、绑定合法
T11,资产路由,LLM + Ontology/Rules Prompt,1,1,14,15,14,22,14,14,14,4,4,7,0,0,5,1,1,0,2,0,0,0,1,0,0,8,10,0,0,0,2,1,0,11026,重点番茄单株绑定F2DMAS资产，普通水泵绑定TRELLIS.2资产，摄像头使用占位资产，温室和地面使用程序化模型资产，所有规则校验通过
T11,资产路由,RAG-Agent + Ontology/Rules,1,1,14,8,8,22,7,7,14,5,5,10,0,0,5,0,0,0,6,0,0,6,0,0,0,15,9,0,0,0,6,1,0,19712,对比展示场景构建完成，重点番茄株绑定F2DMAS，普通水泵、摄像头绑定TRELLIS.2/占位，温室、地面使用程序化模型，所有规则校验通过，摄像头GLB资产生成任务已触发
T11,资产路由,Single-Agent + Validator,1,1,14,7,7,22,6,6,14,5,5,10,0,0,5,4,4,0,5,0,0,7,0,0,0,16,9,0,0,0,5,1,0,10951,重点番茄单株使用F2DMAS高保真资产，普通水泵、摄像头使用TRELLIS.2任务资产与占位资产，温室、地面使用程序化模型，无缺失资产中断情况
T11,资产路由,Multi-Agent + Shared Knowledge,1,1,14,12,12,22,11,11,14,4,4,10,0,0,5,5,5,0,6,0,0,2,0,0,0,11,10,0,0,0,6,1,0,14405,场景构建符合所有规则要求，无冲突，资产路由完成
T11,资产路由,Ours KAFarmTwin,1,1,14,10,10,22,30,22,14,15,14,5,0,0,5,5,5,5,0,10,10,4,0,0,4,0,0,0,0,0,0,0,0,10779,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=1"
T12,资产路由,Direct-LLM + Schema,1,1,12,16,12,20,15,15,14,5,5,6,0,0,1,0,0,0,1,0,0,0,4,0,0,5,9,0,0,0,1,1,0,15529,3株关键植株分别对应苗期、营养生长期、开花结果期，第三株绑定开花、结果、成熟3阶段几何资产，所有对象层级、数据绑定、资产类型符合规则要求，无规则冲突
T12,资产路由,LLM + Ontology/Rules Prompt,1,1,12,20,12,20,16,16,14,10,10,10,0,0,5,0,0,0,2,0,0,0,8,0,0,4,4,0,0,0,2,1,0,10150,完成3株关键植株5生长阶段几何绑定及对应表型关联，符合所有规则要求
T12,资产路由,RAG-Agent + Ontology/Rules,1,1,12,20,12,20,21,20,14,11,11,8,0,0,5,0,0,0,7,0,0,0,8,0,5,0,3,0,0,0,7,1,0,18496,完成3株番茄全生命周期几何资产绑定与表型关联，缺失苗期几何资产已生成占位与生成任务，所有规则校验通过
T12,资产路由,Single-Agent + Validator,1,1,12,20,12,20,21,20,14,8,8,10,0,0,5,0,0,0,5,0,0,0,8,0,0,0,6,0,0,0,5,1,0,25326,本次构建生成20个对象、21条关系、8条绑定，存在1项苗期GLB缺失违规，已按R9要求生成占位对象与资产生成任务，其余规则均合规，任务未中断
T12,资产路由,Multi-Agent + Shared Knowledge,1,1,12,17,12,20,14,14,14,11,11,10,0,0,5,5,5,0,7,0,0,0,5,0,0,6,3,0,0,0,7,1,0,18466,任务完成，所有规则校验通过，无冲突修正，符合资产路由要求
T12,资产路由,Ours KAFarmTwin,1,1,12,4,4,20,13,13,14,4,4,4,0,0,5,5,5,5,0,10,10,8,0,0,4,7,10,0,0,0,0,0,0,11189,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=0"
T13,数据绑定,Direct-LLM + Schema,1,1,10,6,6,15,6,6,12,8,8,6,0,0,1,0,0,0,1,0,0,4,0,0,0,9,4,0,0,0,1,1,0,10685,4项指标均完成单位与时间戳绑定，满足数据绑定要求
T13,数据绑定,LLM + Ontology/Rules Prompt,1,1,10,6,6,15,5,5,12,4,4,6,0,0,5,0,0,0,2,0,0,4,0,0,0,10,8,0,0,0,2,1,0,10631,所有绑定数据含单位与时间戳符合R2；对象层级符合R1，无越界悬空符合R3，资产类型匹配符合R4，Trace覆盖规划校验符合R7，无缺失资产符合R9
T13,数据绑定,RAG-Agent + Ontology/Rules,1,1,10,6,6,15,5,5,12,12,12,7,0,0,5,0,0,0,5,0,0,4,0,0,0,10,0,0,0,0,5,1,0,12767,完成温湿度传感器组与番茄温室的数据绑定，4项环境指标均配置对应单位与时间戳，所有校验规则通过
T13,数据绑定,Single-Agent + Validator,1,1,10,6,6,15,5,5,12,4,4,8,0,0,5,0,0,0,5,0,0,4,0,0,0,10,8,0,0,0,5,1,0,14230,完成温湿度传感器组四项指标绑定，所有规则校验通过
T13,数据绑定,Multi-Agent + Shared Knowledge,1,1,10,6,6,15,6,6,12,12,12,5,0,0,5,5,5,0,6,0,0,4,0,0,0,9,0,0,0,0,6,1,0,14306,温湿度传感器组绑定番茄温室成功，四项指标均含单位与时间戳，规则校验通过
T13,数据绑定,Ours KAFarmTwin,1,1,10,6,6,15,19,15,12,9,9,3,0,0,5,5,5,5,0,10,10,4,0,0,5,0,3,0,0,0,0,0,0,10853,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=1"
T14,数据绑定,Direct-LLM + Schema,1,1,8,13,8,14,11,11,10,16,10,10,0,0,1,0,0,0,1,0,0,0,5,0,0,3,0,0,0,0,1,1,0,11967,所有绑定符合规则库要求，无缺失资产，无需修正
T14,数据绑定,LLM + Ontology/Rules Prompt,1,1,8,12,8,14,23,14,10,16,10,10,0,0,5,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,2,1,0,15041,完成摄像头C02对第3行番茄的观测绑定，株高、冠幅、叶面积3类表型指标完成对5株样本植株的数据绑定，所有规则校验通过
T14,数据绑定,RAG-Agent + Ontology/Rules,1,1,8,12,8,14,13,13,10,16,10,6,0,0,5,0,0,0,5,0,0,0,4,0,0,1,0,0,0,0,5,1,0,12124,完成C02绑定第3行番茄，株高、冠幅、叶面积3项表型指标绑定5株样本植株，所有规则校验通过
T14,数据绑定,Single-Agent + Validator,1,1,8,12,8,14,24,14,10,16,10,10,0,0,5,1,1,0,5,0,0,0,4,0,0,0,0,0,0,0,5,1,0,14016,本次任务为单Agent生成后离线Validator校验，无规则冲突，所有绑定符合R2要求，摄像头观测符合R5要求，对象层级符合R1要求
T14,数据绑定,Multi-Agent + Shared Knowledge,1,1,8,12,8,14,27,14,10,16,10,7,0,0,5,4,4,0,5,0,0,0,4,0,0,0,0,0,0,0,5,1,0,14965,无缺失资产，无规则冲突，所有绑定符合要求
T14,数据绑定,Ours KAFarmTwin,1,1,8,6,6,14,19,14,10,10,10,4,0,0,5,5,5,5,0,10,10,2,0,0,4,0,0,0,0,0,0,0,0,9922,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=1"
T15,数据绑定,Direct-LLM + Schema,1,1,9,4,4,16,3,3,14,7,7,7,0,0,1,0,0,0,1,0,0,5,0,0,0,13,7,0,0,0,1,1,0,5299,
T15,数据绑定,LLM + Ontology/Rules Prompt,1,1,9,4,4,16,4,4,14,7,7,5,0,0,5,0,0,0,2,0,0,5,0,0,0,12,7,0,0,0,2,1,0,11564,灌溉事件绑定完成，合规校验通过
T15,数据绑定,RAG-Agent + Ontology/Rules,1,1,9,4,4,16,5,5,14,7,7,6,0,0,5,0,0,0,5,0,0,5,0,0,0,11,7,0,0,0,5,1,0,13154,灌溉事件已成功绑定B01地块与灌溉水泵P01，所有属性记录完整，规则校验全部通过
T15,数据绑定,Single-Agent + Validator,1,1,9,3,3,16,4,4,14,7,7,5,0,0,5,0,0,0,5,0,0,6,0,0,0,12,7,0,0,0,5,1,0,10281,本次灌溉事件绑定符合所有共享规则，参数记录完整无缺失
T15,数据绑定,Multi-Agent + Shared Knowledge,1,1,9,5,5,16,6,6,14,7,7,6,0,0,5,5,5,0,6,0,0,4,0,0,0,10,7,0,0,0,6,1,0,13401,灌溉事件绑定完成，全量规则校验通过，无缺失资产或规则冲突。
T15,数据绑定,Ours KAFarmTwin,1,1,9,2,2,16,6,6,14,3,3,3,0,0,5,5,5,5,0,10,10,7,0,0,0,10,11,0,0,0,0,0,0,11357,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=0"
T16,数据绑定,Direct-LLM + Schema,1,1,15,13,13,22,14,14,18,40,18,4,0,0,1,0,0,0,1,0,0,2,0,0,0,8,0,0,0,0,1,1,0,16557,绑定覆盖10株番茄2024-05-01至2024-05-07共7天4类表型数据，含单位时间戳，无规则冲突
