task_id,task_category,method,run_id,success,required_objects,generated_objects,correct_objects,required_relations,generated_relations,correct_relations,required_bindings,generated_bindings,correct_bindings,checked_rules,violated_rules,manual_corrections,expected_trace_steps,traceable_steps,trace_field_components,trace_executed_components,trace_declared_steps,trace_executed_steps,trace_evidence_steps,missing_objects,extra_objects,hierarchy_errors,relation_direction_errors,missing_relations,missing_bindings,binding_missing_fields,asset_type_errors,layout_boundary_errors,pseudo_trace_steps,trace_not_auditable,memory_range_errors,elapsed_ms,notes
T08,资产路由,Ours KAFarmTwin,1,1,88,1,1,108,2,2,88,3,3,5,0,0,5,5,5,5,0,10,10,87,0,0,0,106,85,0,0,0,0,0,0,93999,"planSource={'mode': 'llm', 'model': 'deepseek-ai/DeepSeek-V4-Flash', 'provider': 'openai-compatible', 'attempt': 2, 'reason': 'llm json plan'}; missingAssets=2"
T09,资产路由,Direct-LLM + Schema,1,1,18,10,10,27,9,9,18,10,10,6,0,0,1,1,1,0,1,0,0,8,0,0,0,18,8,0,0,0,1,1,0,20870,温室骨架、作物行、滴灌管使用程序化模型，植株复用已有GLB，无规则冲突。
T09,资产路由,Ours KAFarmTwin,1,1,18,4,4,27,11,11,18,5,5,4,0,0,5,5,5,5,0,10,10,14,0,0,0,16,13,0,0,0,0,0,0,90709,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=0"
T10,资产路由,Direct-LLM + Schema,1,0,12,8,8,18,8,8,12,4,4,8,2,0,1,1,1,0,1,0,0,4,0,0,0,10,8,0,1,0,1,1,0,10811,缺失资产已生成占位，触发R4和R9，修正方案为生成TRELLIS.2任务
T10,资产路由,Ours KAFarmTwin,1,1,12,4,4,18,10,10,12,8,8,4,0,0,5,5,5,5,0,10,10,8,0,0,0,8,4,0,0,0,0,0,0,51299,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=1"
T11,资产路由,Direct-LLM + Schema,1,1,14,9,9,22,7,7,14,5,5,10,0,0,1,1,1,0,1,0,0,5,0,0,0,15,9,0,0,0,1,1,0,12303,直接生成，无工具调用
T11,资产路由,Ours KAFarmTwin,1,1,14,10,10,22,30,22,14,15,14,5,0,0,5,5,5,5,0,10,10,4,0,0,4,0,0,0,0,0,0,0,0,80658,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=1"
T12,资产路由,Direct-LLM + Schema,1,1,12,11,11,20,12,12,14,10,10,10,0,0,1,0,0,0,1,0,0,1,0,0,0,8,4,0,0,0,1,1,0,18487,直接生成，无工具调用，资产版本名称作为占位绑定
T12,资产路由,Ours KAFarmTwin,1,1,12,3,3,20,17,17,14,8,8,4,0,0,5,5,5,5,0,10,10,9,0,0,3,3,6,0,0,0,0,0,0,57077,"planSource={'mode': 'llm', 'model': 'deepseek-ai/DeepSeek-V4-Flash', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=5"
T13,数据绑定,Direct-LLM + Schema,1,1,10,2,2,15,1,1,12,4,4,1,0,0,1,0,0,0,1,0,0,8,0,1,0,14,8,0,0,0,1,1,0,11936,直接生成，无工具调用
T13,数据绑定,Ours KAFarmTwin,1,1,10,3,3,15,12,12,12,7,7,3,0,0,5,5,5,5,0,10,10,7,0,0,2,3,5,0,0,0,0,0,0,20775,"planSource={'mode': 'llm', 'model': 'deepseek-ai/DeepSeek-V4-Flash', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=2"
T14,数据绑定,Direct-LLM + Schema,1,1,8,12,8,14,8,8,10,16,10,10,0,0,1,0,0,0,1,0,0,0,4,0,0,6,0,0,0,0,1,1,0,19084,直接生成，未使用工具或检索，所有绑定含单位时间戳需后续补充
T14,数据绑定,Ours KAFarmTwin,1,1,8,6,6,14,19,14,10,10,10,4,0,0,5,5,5,5,0,10,10,2,0,0,4,0,0,0,0,0,0,0,0,95115,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=1"
T15,数据绑定,Direct-LLM + Schema,1,1,9,4,4,16,4,4,14,2,2,3,0,0,1,0,0,0,1,0,0,5,0,0,0,12,12,0,0,0,1,1,0,11178,直接生成，无工具调用
T15,数据绑定,Ours KAFarmTwin,1,1,9,2,2,16,8,8,14,3,3,3,0,0,5,5,5,5,0,10,10,7,0,0,0,8,11,0,0,0,0,0,0,28440,"planSource={'mode': 'llm', 'model': 'deepseek-ai/DeepSeek-V4-Flash', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=0"
T16,数据绑定,Direct-LLM + Schema,1,1,15,13,13,22,12,12,18,40,18,10,0,0,1,0,0,0,1,0,0,2,0,0,0,10,0,0,0,0,1,1,0,46196,直接生成，无工具调用，满足R1-R10
T16,数据绑定,Ours KAFarmTwin,1,1,15,10,10,22,31,22,18,10,10,3,0,0,5,5,5,5,0,10,10,5,0,0,10,0,8,0,0,0,0,0,0,21506,"planSource={'mode': 'llm', 'model': 'deepseek-ai/DeepSeek-V4-Flash', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=0"
T17,数据绑定,Direct-LLM + Schema,1,1,8,3,3,13,3,3,12,7,7,3,0,0,1,1,1,0,1,0,0,5,0,0,0,10,5,0,0,0,1,1,1,36228,直接生成，无工具调用
T17,数据绑定,Ours KAFarmTwin,1,1,8,2,2,13,7,7,12,3,3,3,0,0,5,5,5,5,0,10,10,6,0,0,0,6,9,0,0,0,0,0,1,37101,"planSource={'mode': 'llm', 'model': 'deepseek-ai/DeepSeek-V4-Flash', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=0"
T18,数据绑定,Direct-LLM + Schema,1,1,14,10,10,25,9,9,22,5,5,10,0,0,1,0,0,0,1,0,0,4,0,0,0,16,17,0,0,0,1,1,0,12508,直接生成，无工具调用，符合规则
T18,数据绑定,Ours KAFarmTwin,1,1,14,4,4,25,16,16,22,6,6,4,0,0,5,5,5,5,0,11,11,10,0,0,0,9,16,0,0,0,0,0,1,97995,"planSource={'mode': 'agent', 'model': 'deepseek-ai/DeepSeek-V4-Flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0"
T19,规则修正,Direct-LLM + Schema,1,0,8,2,2,12,1,1,7,1,1,2,1,0,1,0,0,0,1,0,0,6,0,0,0,11,6,0,0,0,1,1,0,4808,直接生成，无工具调用
T19,规则修正,Ours KAFarmTwin,1,1,8,2,2,12,7,7,7,6,6,3,0,0,5,5,5,5,0,11,11,6,0,0,1,5,1,0,0,0,0,0,0,110997,"planSource={'mode': 'agent', 'model': 'deepseek-ai/DeepSeek-V4-Flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=2"
T20,规则修正,Direct-LLM + Schema,1,0,16,4,4,22,3,3,8,0,0,3,1,0,1,0,0,0,1,0,0,12,0,0,0,19,8,0,0,1,1,1,0,7169,仅声明修正步骤，未使用真实工具
T20,规则修正,Ours KAFarmTwin,1,1,16,1,1,22,4,4,8,1,1,4,0,0,5,5,5,5,0,10,10,15,0,0,0,18,7,0,0,0,0,0,0,16070,"planSource={'mode': 'llm', 'model': 'deepseek-ai/DeepSeek-V4-Flash', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=0"
T21,规则修正,Direct-LLM + Schema,1,0,18,10,10,25,9,9,9,0,0,2,1,0,1,0,0,0,1,0,0,8,0,1,0,16,9,0,0,0,1,1,1,9301,仅使用Direct-LLM，无工具调用，按R10修正R1冲突
T21,规则修正,Ours KAFarmTwin,1,1,18,7,7,25,24,24,9,8,8,4,0,0,5,5,5,5,0,10,10,11,0,0,6,1,1,0,0,0,0,0,1,85600,"planSource={'mode': 'llm', 'model': 'deepseek-ai/DeepSeek-V4-Flash', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=1"
T22,规则修正,Direct-LLM + Schema,1,1,10,4,4,15,3,3,8,2,2,4,1,0,1,0,0,0,1,0,0,6,0,0,0,12,6,0,0,0,1,1,0,41185,直接根据规则R5修正，补充位姿和观测目标
T22,规则修正,Ours KAFarmTwin,1,1,10,2,2,15,9,9,8,5,5,3,0,0,5,5,5,5,0,10,10,8,0,0,0,6,3,0,0,0,0,0,0,41993,"planSource={'mode': 'llm', 'model': 'deepseek-ai/DeepSeek-V4-Flash', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=1"
T23,规则修正,Direct-LLM + Schema,1,0,8,4,4,12,3,3,10,3,3,10,1,0,1,0,0,0,1,0,0,4,0,0,0,9,7,0,0,0,1,1,0,12691,仅补齐缺失字段，未虚构工具调用
T23,规则修正,Ours KAFarmTwin,1,1,8,1,1,12,4,4,10,1,1,3,0,0,5,5,5,5,0,10,10,7,0,0,0,8,9,0,0,0,0,0,0,21100,"planSource={'mode': 'llm', 'model': 'deepseek-ai/DeepSeek-V4-Flash', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=0"
T24,规则修正,Direct-LLM + Schema,1,0,9,6,6,14,5,5,9,2,2,3,1,0,1,0,0,0,1,0,0,3,0,0,0,9,7,0,1,0,1,1,0,19360,识别R4冲突，改用灌溉设备资产，符合R6和R10
T24,规则修正,Ours KAFarmTwin,1,1,9,1,1,14,4,4,9,2,2,5,0,0,5,4,4,4,0,9,9,8,0,0,0,10,7,0,0,0,0,0,0,48044,"planSource={'mode': 'llm', 'model': 'deepseek-ai/DeepSeek-V4-Flash', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=0"
T25,历史查询,Direct-LLM + Schema,1,1,7,8,7,12,7,7,14,3,3,4,0,0,1,0,0,0,1,0,0,0,1,0,0,5,11,0,0,0,1,1,1,19621,历史查询合法，对象层级合规，绑定含单位时间戳
T25,历史查询,Ours KAFarmTwin,1,1,7,1,1,12,4,4,14,1,1,3,0,0,5,5,5,5,0,10,10,6,0,0,1,8,13,0,0,0,0,0,1,29642,"planSource={'mode': 'llm', 'model': 'deepseek-ai/DeepSeek-V4-Flash', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=0"
T26,历史查询,Direct-LLM + Schema,1,1,5,5,5,9,4,4,10,4,4,10,0,0,1,0,0,0,1,0,0,0,0,0,0,5,6,0,0,0,1,1,1,6945,历史查询合法，对象层级合规，绑定含时间戳和单位
T26,历史查询,Ours KAFarmTwin,1,1,5,4,4,9,11,9,10,5,5,3,0,0,5,4,4,4,0,10,10,1,0,0,0,0,5,0,0,0,0,0,1,57869,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=0"
T27,历史查询,Direct-LLM + Schema,1,1,6,9,6,10,8,8,18,5,5,10,0,0,1,1,1,0,1,0,0,0,3,0,0,2,13,0,0,0,1,1,1,46734,历史查询任务，按R8限制对象指标时间范围，无违规
T27,历史查询,Ours KAFarmTwin,1,1,6,4,4,10,17,10,18,9,9,2,0,0,5,5,5,5,0,11,11,2,0,0,2,0,9,0,0,0,0,0,1,114390,"planSource={'mode': 'agent', 'model': 'deepseek-ai/DeepSeek-V4-Flash', 'provider': 'eino-deepagents', 'attempt': 1, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=2"
T28,历史查询,Direct-LLM + Schema,1,1,4,9,4,8,8,8,12,4,4,10,0,0,1,0,0,0,1,0,0,0,5,0,0,0,8,0,0,0,1,1,1,29489,历史查询任务，直接生成结构
T28,历史查询,Ours KAFarmTwin,1,1,4,8,4,8,25,8,12,9,9,3,0,0,5,5,5,5,0,11,11,0,4,0,0,0,3,0,0,0,0,0,1,133081,"planSource={'mode': 'agent', 'model': 'deepseek-ai/DeepSeek-V4-Flash', 'provider': 'eino-deepagents', 'attempt': 2, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=0"
T29,历史查询,Direct-LLM + Schema,1,1,5,5,5,9,4,4,8,2,2,10,0,0,1,0,0,0,1,0,0,0,0,0,0,5,6,0,0,0,1,1,0,16600,查询结果：C02观测CR01，最近巡检事件EV01，覆盖第3行番茄。
T29,历史查询,Ours KAFarmTwin,1,1,5,6,5,9,19,9,8,10,8,2,0,0,5,5,5,5,0,10,10,0,1,0,4,0,0,0,0,0,0,0,1,123023,"planSource={'mode': 'agent', 'model': 'deepseek-ai/DeepSeek-V4-Flash', 'provider': 'eino-deepagents', 'attempt': 2, 'reason': 'Eino DeepAgents 调度白名单工具'}; missingAssets=1"
T30,历史查询,Direct-LLM + Schema,1,1,8,8,8,16,7,7,20,4,4,10,0,0,1,0,0,0,1,0,0,0,0,0,0,9,16,0,0,0,1,1,1,50798,历史查询任务，按R8限制对象、指标、时间范围，今日数据已绑定。
T30,历史查询,Ours KAFarmTwin,1,1,8,8,8,16,24,16,20,9,9,4,0,0,5,5,5,5,0,10,10,0,0,0,4,0,11,0,0,0,0,0,1,23476,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=0"
