task_id,task_category,method,run_id,success,required_objects,generated_objects,correct_objects,required_relations,generated_relations,correct_relations,required_bindings,generated_bindings,correct_bindings,checked_rules,violated_rules,manual_corrections,expected_trace_steps,traceable_steps,trace_field_components,trace_executed_components,trace_declared_steps,trace_executed_steps,trace_evidence_steps,missing_objects,extra_objects,hierarchy_errors,relation_direction_errors,missing_relations,missing_bindings,binding_missing_fields,asset_type_errors,layout_boundary_errors,pseudo_trace_steps,trace_not_auditable,memory_range_errors,elapsed_ms,notes
T07,资产路由,Ours KAFarmTwin,1,1,24,17,17,31,56,31,24,24,24,4,0,0,5,5,5,5,0,10,10,7,0,0,16,0,0,0,0,0,0,0,0,252637,"planSource={'mode': 'llm', 'model': 'Pro/moonshotai/Kimi-K2.6', 'provider': 'openai-compatible', 'attempt': 2, 'reason': 'llm json plan'}; missingAssets=3"
T08,资产路由,Direct-LLM + Schema,1,1,88,11,11,108,7,7,88,8,8,4,0,0,1,0,0,0,1,0,0,77,0,0,0,101,80,0,0,0,1,1,0,13981,80株生菜省略中间植株，占位任务已生成
T08,资产路由,Ours KAFarmTwin,1,1,88,27,27,108,86,86,88,32,32,5,0,0,5,5,5,5,0,10,10,61,0,0,24,22,56,0,0,0,0,0,0,165212,"planSource={'mode': 'llm', 'model': 'Pro/moonshotai/Kimi-K2.6', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=3"
T09,资产路由,Direct-LLM + Schema,1,1,18,17,17,27,11,11,18,9,9,6,0,0,1,0,0,0,1,0,0,1,0,0,0,16,9,0,0,0,1,1,0,16116,植株复用GLB，骨架管道全程序化
T09,资产路由,Ours KAFarmTwin,1,1,18,49,18,27,156,27,18,52,18,4,0,0,5,5,5,5,0,10,10,0,31,0,48,0,0,0,0,0,0,0,0,124427,"planSource={'mode': 'llm', 'model': 'Pro/moonshotai/Kimi-K2.6', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=3"
T10,资产路由,Direct-LLM + Schema,1,1,12,11,11,18,12,12,12,7,7,6,0,0,1,0,0,0,1,0,0,1,0,0,0,6,5,0,0,0,1,1,0,13495,缺失资产按R9生成占位和TRELLIS.2任务，摄像头按R5配置观测关系
T10,资产路由,Ours KAFarmTwin,1,1,12,4,4,18,10,10,12,8,8,4,0,0,5,5,5,5,0,10,10,8,0,0,0,8,4,0,0,0,0,0,0,201025,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=1"
T11,资产路由,Direct-LLM + Schema,1,1,14,13,13,22,15,15,14,7,7,7,0,0,1,0,0,0,1,0,0,1,0,0,0,7,7,0,0,0,1,1,0,19152,重点番茄用F2DMAS，水泵用TRELLIS.2，摄像头占位，温室地面程序化
T11,资产路由,Ours KAFarmTwin,1,1,14,4,4,22,19,19,14,9,9,5,0,0,5,5,5,5,0,10,10,10,0,0,1,3,5,0,0,0,0,0,0,118613,"planSource={'mode': 'llm', 'model': 'Pro/moonshotai/Kimi-K2.6', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=2"
T12,资产路由,Direct-LLM + Schema,1,1,12,17,12,20,40,20,14,30,14,6,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,1,0,31111,占位资产触发R9，无GLB冲突
T12,资产路由,Ours KAFarmTwin,1,1,12,15,12,20,48,20,14,20,14,4,0,0,5,5,5,5,0,10,10,0,3,0,15,0,0,0,0,0,0,0,0,308691,"planSource={'mode': 'llm', 'model': 'Pro/moonshotai/Kimi-K2.6', 'provider': 'openai-compatible', 'attempt': 2, 'reason': 'llm json plan'}; missingAssets=5"
T13,数据绑定,Direct-LLM + Schema,1,1,10,7,7,15,6,6,12,9,9,4,0,0,1,0,0,0,1,0,0,3,0,0,0,9,3,0,0,0,1,1,0,10996,按R2完成数据绑定，含单位与时间戳
T13,数据绑定,Ours KAFarmTwin,1,1,10,3,3,15,13,13,12,6,6,3,0,0,5,5,5,5,0,10,10,7,0,0,2,2,6,0,0,0,0,0,0,88474,"planSource={'mode': 'llm', 'model': 'Pro/moonshotai/Kimi-K2.6', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=1"
T14,数据绑定,Direct-LLM + Schema,1,1,8,12,8,14,11,11,10,16,10,4,0,0,1,0,0,0,1,0,0,0,4,0,0,3,0,0,0,0,1,1,0,18489,一次性直接生成绑定结果
T14,数据绑定,Ours KAFarmTwin,1,1,8,6,6,14,24,14,10,10,10,4,0,0,5,5,5,5,0,10,10,2,0,0,5,0,0,0,0,0,0,0,0,98610,"planSource={'mode': 'llm', 'model': 'Pro/moonshotai/Kimi-K2.6', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=2"
T15,数据绑定,Direct-LLM + Schema,1,1,9,7,7,16,7,7,14,7,7,6,0,0,1,0,0,0,1,0,0,2,0,0,0,9,7,0,0,0,1,1,0,44054,按schema直接生成绑定，无外部工具调用
T15,数据绑定,Ours KAFarmTwin,1,1,9,2,2,16,9,9,14,3,3,3,0,0,5,5,5,5,0,10,10,7,0,0,0,7,11,0,0,0,0,0,0,97196,"planSource={'mode': 'llm', 'model': 'Pro/moonshotai/Kimi-K2.6', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=0"
T16,数据绑定,Direct-LLM + Schema,1,1,15,17,15,22,16,16,18,4,4,5,0,0,1,0,0,0,1,0,0,0,2,0,0,6,14,0,0,0,1,1,1,18915,10株番茄绑定4类表型，保留作物行关系，7天时间戳隐含于Trait实例化，R2单位由绑定类型体现
T16,数据绑定,Ours KAFarmTwin,1,1,15,10,10,22,31,22,18,10,10,3,0,0,5,5,5,5,0,10,10,5,0,0,10,0,8,0,0,0,0,0,0,93802,"planSource={'mode': 'llm', 'model': 'Pro/moonshotai/Kimi-K2.6', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=0"
T17,数据绑定,Direct-LLM + Schema,1,1,8,3,3,13,2,2,12,5,5,4,0,0,1,0,0,0,1,0,0,5,0,1,0,11,7,0,0,0,1,1,1,9495,气象站数据绑定完成，日报数据源已关联
T17,数据绑定,Ours KAFarmTwin,1,1,8,2,2,13,8,8,12,3,3,3,0,0,5,5,5,5,0,10,10,6,0,0,0,5,9,0,0,0,0,0,1,41882,"planSource={'mode': 'llm', 'model': 'Pro/moonshotai/Kimi-K2.6', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=0"
T18,数据绑定,Direct-LLM + Schema,1,1,14,12,12,25,11,11,22,6,6,6,0,0,1,0,0,0,1,0,0,2,0,0,1,14,16,0,0,0,1,1,0,22055,数据绑定任务完成，无规则冲突
T18,数据绑定,Ours KAFarmTwin,1,1,14,7,7,25,30,25,22,12,12,4,0,0,5,5,5,5,0,10,10,7,0,0,1,0,10,0,0,0,0,0,1,88119,"planSource={'mode': 'llm', 'model': 'Pro/moonshotai/Kimi-K2.6', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=2"
T19,规则修正,Direct-LLM + Schema,1,1,8,2,2,12,1,1,7,1,1,4,0,0,1,0,0,0,1,0,0,6,0,1,0,11,6,0,0,0,1,1,0,4383,规则修正完成，绑定补全
T19,规则修正,Ours KAFarmTwin,1,1,8,2,2,12,7,7,7,6,6,3,0,0,5,5,5,5,0,10,10,6,0,0,1,5,1,0,0,0,0,0,0,74619,"planSource={'mode': 'llm', 'model': 'Pro/moonshotai/Kimi-K2.6', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=2"
T20,规则修正,Direct-LLM + Schema,1,1,16,4,4,22,3,3,8,1,1,3,0,0,1,1,1,0,1,0,0,12,0,0,0,19,7,0,0,0,1,1,0,6444,越界触发R3，已修正布局
T20,规则修正,Ours KAFarmTwin,1,1,16,12,12,22,38,22,8,12,8,4,0,0,5,5,5,5,0,10,10,4,0,0,0,0,0,0,0,0,0,0,0,64775,"planSource={'mode': 'llm', 'model': 'Pro/moonshotai/Kimi-K2.6', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=0"
T21,规则修正,Direct-LLM + Schema,1,1,18,10,10,25,15,15,9,6,6,3,0,0,1,0,0,0,1,0,0,8,0,0,0,10,3,0,0,0,1,1,1,17862,修正完成，层级合法
T21,规则修正,Ours KAFarmTwin,1,1,18,6,6,25,19,19,9,6,6,4,0,0,5,5,5,5,0,10,10,12,0,0,6,6,3,0,0,0,0,0,1,51751,"planSource={'mode': 'llm', 'model': 'Pro/moonshotai/Kimi-K2.6', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=0"
T22,规则修正,Direct-LLM + Schema,1,1,10,5,5,15,4,4,8,2,2,4,0,0,1,0,0,0,1,0,0,5,0,0,0,11,6,0,0,0,1,1,0,7586,按R5修正摄像头缺失项
T22,规则修正,Ours KAFarmTwin,1,1,10,4,4,15,16,15,8,8,8,3,0,0,5,5,5,5,0,10,10,6,0,0,0,0,0,0,0,0,0,0,0,81920,"planSource={'mode': 'llm', 'model': 'Pro/moonshotai/Kimi-K2.6', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=2"
T23,规则修正,Direct-LLM + Schema,1,1,8,5,5,12,4,4,10,3,3,4,0,0,1,0,0,0,1,0,0,3,0,0,0,8,7,0,0,0,1,1,0,11196,按R10修正R2违规，补齐三要素
T23,规则修正,Ours KAFarmTwin,1,1,8,3,3,12,12,12,10,10,10,3,0,0,5,5,5,5,0,10,10,5,0,0,1,0,0,0,0,0,0,0,0,119095,"planSource={'mode': 'llm', 'model': 'Pro/moonshotai/Kimi-K2.6', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=3"
T24,规则修正,Direct-LLM + Schema,1,1,9,7,7,14,6,6,9,3,3,5,0,0,1,0,0,0,1,0,0,2,0,0,0,8,6,0,0,0,1,1,0,9928,水泵应绑定灌溉区域而非植株，已生成占位资产和任务
T24,规则修正,Ours KAFarmTwin,1,1,9,1,1,14,5,5,9,2,2,5,0,0,5,5,5,5,0,10,10,8,0,0,0,9,7,0,0,0,0,0,0,54204,"planSource={'mode': 'llm', 'model': 'Pro/moonshotai/Kimi-K2.6', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=0"
T25,历史查询,Direct-LLM + Schema,1,1,7,11,7,12,10,10,14,5,5,4,0,0,1,0,0,0,1,0,0,0,4,0,0,2,9,0,0,0,1,1,0,11471,查询限定对象CR03、指标株高冠幅、时间7天、事件类型长势异常、返回条数5项，符合R8
T25,历史查询,Ours KAFarmTwin,1,1,7,6,6,12,27,12,14,10,10,3,0,0,5,5,5,5,0,10,10,1,0,0,4,0,4,0,0,0,0,0,1,133565,"planSource={'mode': 'llm', 'model': 'Pro/moonshotai/Kimi-K2.6', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=1"
T26,历史查询,Direct-LLM + Schema,1,1,5,8,5,9,7,7,10,4,4,4,0,0,1,0,0,0,1,0,0,0,3,0,0,2,6,0,0,0,1,1,1,9936,查询限制24小时、水泵对象、水压流量指标、告警维护事件类型，符合R8
T26,历史查询,Ours KAFarmTwin,1,1,5,2,2,9,8,8,10,3,3,3,0,0,5,5,5,5,0,10,10,3,0,0,0,1,7,0,0,0,0,0,1,65045,"planSource={'mode': 'llm', 'model': 'Pro/moonshotai/Kimi-K2.6', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=0"
T27,历史查询,Direct-LLM + Schema,1,1,6,10,6,10,9,9,18,6,6,4,0,0,1,0,0,0,1,0,0,0,4,0,1,1,12,0,0,0,1,1,1,17985,查询限7天6指标，符合R8
T27,历史查询,Ours KAFarmTwin,1,1,6,3,3,10,12,10,18,6,6,2,0,0,5,5,5,5,0,10,10,3,0,0,1,0,12,0,0,0,0,0,1,111646,"planSource={'mode': 'llm', 'model': 'Pro/moonshotai/Kimi-K2.6', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=2"
T28,历史查询,Direct-LLM + Schema,1,1,4,10,4,8,9,8,12,4,4,3,0,0,1,0,0,0,1,0,0,0,6,0,0,0,8,0,0,0,1,1,0,15032,查询受限对象P15、指标4项、时间范围当前、事件类型表型、返回条数5条，符合R8
T28,历史查询,Ours KAFarmTwin,1,1,4,8,4,8,25,8,12,9,9,3,0,0,5,5,5,5,0,10,10,0,4,0,0,0,3,0,0,0,0,0,1,91171,"planSource={'mode': 'rule', 'model': '', 'provider': 'scene-agent', 'attempt': 2, 'reason': 'SceneBuilderAgent scene.plan 回退到规则规划器'}; missingAssets=0"
T29,历史查询,Direct-LLM + Schema,1,1,5,5,5,9,4,4,8,2,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,5,6,0,0,0,1,1,0,6993,查询限定对象C02、指标覆盖与事件、时间范围最近、返回条数1
T29,历史查询,Ours KAFarmTwin,1,1,5,7,5,9,24,9,8,10,8,2,0,0,5,5,5,5,0,10,10,0,2,0,6,0,0,0,0,0,0,0,1,135795,"planSource={'mode': 'llm', 'model': 'Pro/moonshotai/Kimi-K2.6', 'provider': 'openai-compatible', 'attempt': 2, 'reason': 'llm json plan'}; missingAssets=1"
T30,历史查询,Direct-LLM + Schema,1,1,8,12,8,16,11,11,20,5,5,3,0,0,1,0,0,0,1,0,0,0,4,0,0,5,15,0,0,0,1,1,1,12055,历史查询限定今日范围，返回条数默认50条
T30,历史查询,Ours KAFarmTwin,1,1,8,9,8,16,32,16,20,13,13,4,0,0,5,5,5,5,0,10,10,0,1,0,4,0,7,0,0,0,0,0,1,39985,"planSource={'mode': 'llm', 'model': 'Pro/moonshotai/Kimi-K2.6', 'provider': 'openai-compatible', 'attempt': 1, 'reason': 'llm json plan'}; missingAssets=2"
