task_id,method,category,cvsr,object_f1,critical_recall,relation_f1,binding_f1,repair_success,fatal_violation,evidence_precision,llm_calls,tool_calls,repair_rounds,tokens,cost_usd,latency_ms
TN04-v2-scene,ReAct-AllTools,scene,False,0.0000,1.0000,0.0000,0.0000,,False,0.0000,10,0,0,15114,0.003244,165376.7
TN04-v2-scene,GenericMultiAgent-AllTools,scene,True,1.0000,1.0000,0.8333,0.0000,,False,1.0000,5,8,0,4979,0.000906,71046.3
TN04-v2-scene,GenericMultiAgent-AllTools,scene,False,1.0000,1.0000,0.6667,0.0000,,False,1.0000,5,8,0,5334,0.001005,83769.0
TN04-v2-scene,GenericMultiAgent-AllTools,scene,True,1.0000,1.0000,0.8333,0.0000,,False,1.0000,5,8,0,6511,0.001335,97084.7
TN04-v2-scene,GenericMultiAgent-AllTools,scene,False,0.9697,1.0000,0.6667,0.0000,,False,1.0000,5,8,0,6031,0.001200,35003.9
TN04-v2-scene,GenericMultiAgent-AllTools,scene,False,1.0000,1.0000,0.6667,0.0000,,False,1.0000,5,8,0,5659,0.001096,32846.3
TN04-v2-scene,GenericRepair-AllTools,scene,False,0.9697,1.0000,0.6154,0.0000,,False,1.0000,1,3,0,1562,0.000341,39382.0
TN04-v2-scene,GenericRepair-AllTools,scene,False,1.0000,1.0000,0.7273,0.0000,,False,1.0000,1,3,0,1410,0.000298,34453.0
TN04-v2-scene,GenericRepair-AllTools,scene,True,1.0000,1.0000,0.8333,0.0000,,False,1.0000,1,3,0,1511,0.000326,8429.6
TN04-v2-scene,GenericRepair-AllTools,scene,False,1.0000,1.0000,0.7273,0.0000,,False,1.0000,1,3,0,1403,0.000296,7238.5
TN04-v2-scene,GenericRepair-AllTools,scene,True,1.0000,1.0000,0.8333,0.0000,,False,1.0000,1,3,0,1524,0.000330,12207.7
TN04-v2-scene,KAFarmTwin-TypedRepair,scene,False,1.0000,1.0000,0.7273,0.0000,,False,1.0000,3,9,0,2948,0.000479,13897.0
TN04-v2-scene,KAFarmTwin-TypedRepair,scene,False,1.0000,1.0000,0.7273,0.0000,,False,1.0000,5,19,2,6932,0.001084,42208.4
TN04-v2-scene,KAFarmTwin-TypedRepair,scene,False,0.9697,1.0000,0.6154,0.0000,,False,1.0000,3,9,0,3080,0.000514,12683.8
TN04-v2-scene,KAFarmTwin-TypedRepair,scene,False,1.0000,1.0000,0.7273,0.0000,,False,1.0000,3,17,0,3338,0.000587,15632.1
TN04-v2-scene,KAFarmTwin-TypedRepair,scene,False,1.0000,1.0000,0.7273,0.0000,,False,1.0000,5,17,2,7261,0.001177,25399.0
TN11-v2-asset,SingleAgent-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,1,0,0,1980,0.000445,17349.9
TN11-v2-asset,SingleAgent-AllTools,asset,False,0.8302,1.0000,0.3158,0.0000,,False,1.0000,3,29,0,4601,0.000912,20553.7
TN11-v2-asset,SingleAgent-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,1,0,0,1980,0.000445,15695.0
TN11-v2-asset,SingleAgent-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,1,0,0,1980,0.000445,13216.8
TN11-v2-asset,SingleAgent-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,1,0,0,1980,0.000445,17889.5
TN11-v2-asset,ReAct-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,18318,0.004134,152789.4
TN11-v2-asset,ReAct-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,19000,0.004340,230362.6
TN11-v2-asset,ReAct-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,17858,0.004010,137767.9
TN11-v2-asset,ReAct-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,18173,0.004095,162322.3
TN11-v2-asset,ReAct-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,19000,0.004340,144951.2
TN11-v2-asset,GenericMultiAgent-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,5,0,0,7644,0.001648,74067.9
TN11-v2-asset,GenericMultiAgent-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,5,0,0,7491,0.001605,81320.0
TN11-v2-asset,GenericMultiAgent-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,5,0,0,7096,0.001494,67004.3
TN11-v2-asset,GenericMultiAgent-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,5,0,0,7567,0.001626,118471.8
TN11-v2-asset,GenericMultiAgent-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,5,0,0,8021,0.001753,81170.8
TN11-v2-asset,GenericRepair-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,1.0000,1,1,0,1896,0.000433,13795.9
TN11-v2-asset,GenericRepair-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,1.0000,1,1,0,1896,0.000433,16725.5
TN11-v2-asset,GenericRepair-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,1.0000,1,1,0,1896,0.000433,10794.2
TN11-v2-asset,GenericRepair-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,1.0000,1,1,0,1896,0.000433,14460.8
TN11-v2-asset,GenericRepair-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,1.0000,1,1,0,1896,0.000433,14358.6
TN11-v2-asset,KAFarmTwin-TypedRepair,asset,True,1.0000,1.0000,1.0000,1.0000,,False,1.0000,4,15,3,5486,0.000792,26689.7
TN11-v2-asset,KAFarmTwin-TypedRepair,asset,True,1.0000,1.0000,1.0000,1.0000,,False,1.0000,4,15,3,5486,0.000792,15569.5
TN11-v2-asset,KAFarmTwin-TypedRepair,asset,True,1.0000,1.0000,1.0000,1.0000,,False,1.0000,3,14,2,3949,0.000578,4876.5
TN11-v2-asset,KAFarmTwin-TypedRepair,asset,True,1.0000,1.0000,1.0000,1.0000,,False,1.0000,4,15,3,5486,0.000792,9603.7
TN11-v2-asset,KAFarmTwin-TypedRepair,asset,True,1.0000,1.0000,1.0000,1.0000,,False,1.0000,4,15,3,5486,0.000792,9312.3
TN12-v2-asset,SingleAgent-AllTools,asset,False,0.8148,1.0000,0.2400,0.0000,,True,1.0000,3,30,0,4043,0.000764,22083.6
TN12-v2-asset,SingleAgent-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,1,0,0,1980,0.000445,14571.5
TN12-v2-asset,SingleAgent-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,1,0,0,1980,0.000445,17581.5
TN12-v2-asset,SingleAgent-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,1,0,0,1980,0.000445,15301.5
TN12-v2-asset,SingleAgent-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,1,0,0,1980,0.000445,13486.7
TN12-v2-asset,ReAct-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,18859,0.004301,173961.0
TN12-v2-asset,ReAct-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,18670,0.004248,205922.8
TN12-v2-asset,ReAct-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,18928,0.004318,195925.8
TN12-v2-asset,ReAct-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,18865,0.004300,170114.3
TN12-v2-asset,ReAct-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,19000,0.004340,164570.5
TN12-v2-asset,GenericMultiAgent-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,5,0,0,7393,0.001577,57628.0
TN12-v2-asset,GenericMultiAgent-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,5,0,0,7670,0.001655,80624.6
TN12-v2-asset,GenericMultiAgent-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,5,0,0,8578,0.001909,64487.8
TN12-v2-asset,GenericMultiAgent-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,5,0,0,7681,0.001658,89657.4
TN12-v2-asset,GenericMultiAgent-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,5,0,0,7028,0.001475,56653.7
TN12-v2-asset,GenericRepair-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,1.0000,1,1,0,1896,0.000433,14378.9
TN12-v2-asset,GenericRepair-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,1.0000,1,1,0,1896,0.000433,19203.2
TN12-v2-asset,GenericRepair-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,1.0000,1,1,0,1896,0.000433,14281.7
TN12-v2-asset,GenericRepair-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,1.0000,1,1,0,1896,0.000433,29066.7
TN12-v2-asset,GenericRepair-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,1.0000,1,1,0,1896,0.000433,16713.1
TN12-v2-asset,KAFarmTwin-TypedRepair,asset,True,1.0000,1.0000,1.0000,1.0000,,False,1.0000,4,15,3,5486,0.000792,10008.4
TN12-v2-asset,KAFarmTwin-TypedRepair,asset,True,1.0000,1.0000,1.0000,1.0000,,False,1.0000,4,15,3,5486,0.000792,105361.8
TN12-v2-asset,KAFarmTwin-TypedRepair,asset,True,0.9787,1.0000,0.8889,1.0000,,False,1.0000,3,14,2,4153,0.000612,4729.1
TN12-v2-asset,KAFarmTwin-TypedRepair,asset,True,1.0000,1.0000,1.0000,1.0000,,False,1.0000,4,15,3,5486,0.000792,27372.2
TN12-v2-asset,KAFarmTwin-TypedRepair,asset,True,1.0000,1.0000,1.0000,1.0000,,False,1.0000,4,15,3,5486,0.000792,14067.8
TN13-v2-asset,SingleAgent-AllTools,asset,False,0.9286,1.0000,0.3750,0.0000,,True,1.0000,3,23,0,4265,0.000835,28413.5
TN13-v2-asset,SingleAgent-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,1,0,0,1981,0.000445,8238.8
TN13-v2-asset,SingleAgent-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,1,0,0,1981,0.000445,15859.9
TN13-v2-asset,SingleAgent-AllTools,asset,False,0.9286,1.0000,0.3750,0.0000,,True,1.0000,3,23,0,3727,0.000685,21998.3
TN13-v2-asset,SingleAgent-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,1,0,0,1981,0.000445,15998.4
TN13-v2-asset,ReAct-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,17908,0.004033,158245.0
TN13-v2-asset,ReAct-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,18198,0.004114,157192.6
TN13-v2-asset,ReAct-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,17757,0.003991,140186.4
TN13-v2-asset,ReAct-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,18629,0.004235,182589.8
TN13-v2-asset,ReAct-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,18528,0.004206,164193.3
TN13-v2-asset,GenericMultiAgent-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,5,0,0,8531,0.001895,83734.9
TN13-v2-asset,GenericMultiAgent-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,5,0,0,7665,0.001653,82502.7
TN13-v2-asset,GenericMultiAgent-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,5,0,0,7975,0.001740,61834.0
TN13-v2-asset,GenericMultiAgent-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,5,0,0,7325,0.001558,48451.2
TN13-v2-asset,GenericMultiAgent-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,5,0,0,9002,0.002027,76613.5
TN13-v2-asset,GenericRepair-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,1.0000,1,1,0,1897,0.000434,14381.7
TN13-v2-asset,GenericRepair-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,1.0000,1,1,0,1897,0.000434,23219.9
TN13-v2-asset,GenericRepair-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,1.0000,1,1,0,1897,0.000434,14206.4
TN13-v2-asset,GenericRepair-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,1.0000,1,1,0,1897,0.000434,8970.6
TN13-v2-asset,GenericRepair-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,1.0000,1,1,0,1897,0.000434,8870.8
TN13-v2-asset,KAFarmTwin-TypedRepair,asset,True,1.0000,1.0000,1.0000,1.0000,,False,1.0000,4,15,3,5494,0.000793,6653.3
TN13-v2-asset,KAFarmTwin-TypedRepair,asset,True,1.0000,1.0000,1.0000,1.0000,,False,1.0000,4,15,3,5542,0.000798,9617.9
TN13-v2-asset,KAFarmTwin-TypedRepair,asset,True,1.0000,1.0000,1.0000,1.0000,,False,1.0000,4,15,3,5494,0.000793,13114.4
TN13-v2-asset,KAFarmTwin-TypedRepair,asset,True,1.0000,1.0000,1.0000,1.0000,,False,1.0000,3,14,2,3977,0.000584,7042.8
TN13-v2-asset,KAFarmTwin-TypedRepair,asset,True,1.0000,1.0000,1.0000,1.0000,,False,1.0000,4,15,3,5494,0.000793,11395.7
TN14-v2-asset,SingleAgent-AllTools,asset,False,0.9189,1.0000,0.5455,0.0000,,True,1.0000,3,16,0,3724,0.000690,27217.8
TN14-v2-asset,SingleAgent-AllTools,asset,False,0.7727,1.0000,0.3158,0.0000,,True,1.0000,3,25,0,3989,0.000751,14814.9
TN14-v2-asset,SingleAgent-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,1,0,0,1878,0.000417,7054.1
TN14-v2-asset,SingleAgent-AllTools,asset,False,0.9189,1.0000,0.5455,0.0000,,True,1.0000,3,16,0,3603,0.000658,19095.2
TN14-v2-asset,SingleAgent-AllTools,asset,False,0.8500,1.0000,0.2857,0.0000,,False,1.0000,3,20,0,4115,0.000794,21989.1
TN14-v2-asset,ReAct-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,16448,0.003612,118066.7
TN14-v2-asset,ReAct-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,17827,0.003996,156434.2
TN14-v2-asset,ReAct-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,17648,0.003952,124667.3
TN14-v2-asset,ReAct-AllTools,asset,False,0.0000,0.0000,0.0000,0.0000,,False,0.0000,10,0,0,17115,0.003797,139649.0
