binding_f1,cost,critical_recall,cvsr,difficulty,evaluator_hash,evaluator_version,evidence_precision,latency_ms,llm_calls,method,object_f1,relation_f1,replay_success,task_id,task_type,technical_failure,tokens
0.0,0.0,1.0,False,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,0.1,0,SingleAgent-AllTools,1.0,0.0,1.0,EXT-RR-011,rule_repair,False,0
1.0,0.00018886,1.0,True,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,3873.3,1,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-RR-011,rule_repair,False,1251
1.0,0.0008055600000000001,1.0,True,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,29545.9,2,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-DB-052,data_binding,False,4466
0.6667,0.00040194,1.0,False,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,20476.2,1,SingleAgent-AllTools,1.0,1.0,0.0,EXT-DB-052,data_binding,False,1920
0.0,0.0,1.0,False,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,0.0,0,SingleAgent-AllTools,1.0,0.0,1.0,EXT-RR-058,rule_repair,False,0
1.0,0.00029302,1.0,True,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,7913.8,1,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-RR-058,rule_repair,False,1746
0.5,0.00053214,1.0,False,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,18434.5,2,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-DB-006,data_binding,False,2988
0.5,0.00028952,1.0,False,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,13863.2,1,SingleAgent-AllTools,1.0,1.0,0.0,EXT-DB-006,data_binding,False,1455
0.0,0.0008785,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,223909.3,3,SingleAgent-AllTools,1.0,1.0,0.5714,EXT-SC-034,scene_construction,False,4348
0.0,0.00166306,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,66545.6,5,KAFarmTwin-TypedRepair,1.0,0.8,1.0,EXT-SC-034,scene_construction,False,8892
1.0,0.0002702,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,7173.9,1,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-RR-031,rule_repair,False,1597
0.0,0.0,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,0.1,0,SingleAgent-AllTools,1.0,0.0,1.0,EXT-RR-031,rule_repair,False,0
0.0,0.0,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2.5,0,SingleAgent-AllTools,0.0,0.0,0.0,EXT-MQ-018,memory_query,False,0
0.0,0.0,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,1.5,0,KAFarmTwin-TypedRepair,0.0,0.0,0.0,EXT-MQ-018,memory_query,False,0
1.0,0.0008535799999999999,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,45678.1,2,KAFarmTwin-TypedRepair,0.4737,1.0,1.0,EXT-AR-028,asset_routing,False,4156
0.0,0.0009518599999999999,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,43384.3,3,SingleAgent-AllTools,0.95,0.4,0.9231,EXT-AR-028,asset_routing,False,4678
1.0,0.00032424,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,14030.8,1,SingleAgent-AllTools,1.0,1.0,0.0,EXT-DB-043,data_binding,False,1615
1.0,0.00065436,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,22381.3,2,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-DB-043,data_binding,False,3664
0.6667,0.0010402,1.0,False,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,44943.3,2,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-DB-057,data_binding,False,5295
0.6667,0.0004053,1.0,False,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,18589.0,1,SingleAgent-AllTools,1.0,1.0,0.0,EXT-DB-057,data_binding,False,1937
0.0,0.00105168,1.0,False,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,55097.0,3,SingleAgent-AllTools,0.087,0.5,0.8889,EXT-AR-048,asset_routing,False,5002
1.0,0.00070364,1.0,True,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,26316.8,2,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-AR-048,asset_routing,False,3746
0.5,0.00057456,1.0,False,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,24294.6,2,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-DB-008,data_binding,False,3137
0.5,0.00027958,1.0,False,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,14993.8,1,SingleAgent-AllTools,1.0,1.0,0.0,EXT-DB-008,data_binding,False,1418
0.0,0.00144606,1.0,False,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,85635.1,3,SingleAgent-AllTools,1.0,0.25,0.8,EXT-SC-005,scene_construction,False,6329
0.0,0.0014695799999999998,1.0,True,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,90612.2,3,KAFarmTwin-TypedRepair,1.0,0.3333,1.0,EXT-SC-005,scene_construction,False,6487
0.0,0.001127,1.0,False,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,53029.2,3,KAFarmTwin-TypedRepair,0.7134,0.3529,1.0,EXT-SC-054,scene_construction,False,5282
0.0,0.0011718,1.0,False,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,60865.4,3,SingleAgent-AllTools,0.9912,0.381,0.7692,EXT-SC-054,scene_construction,False,5448
0.0,0.00164962,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,101364.4,3,SingleAgent-AllTools,1.0,1.0,0.5714,EXT-SC-042,scene_construction,False,7102
0.0,0.0011557,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,65398.3,3,KAFarmTwin-TypedRepair,1.0,0.9091,1.0,EXT-SC-042,scene_construction,False,5355
0.5,0.00159404,1.0,False,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,110347.2,2,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-DB-015,data_binding,False,6794
0.5,0.00089698,1.0,False,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,67252.8,1,SingleAgent-AllTools,1.0,1.0,0.0,EXT-DB-015,data_binding,False,3627
0.0,0.0,1.0,True,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2.6,0,SingleAgent-AllTools,0.0,0.0,0.0,EXT-MQ-060,memory_query,False,0
0.0,0.0,1.0,True,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2.1,0,KAFarmTwin-TypedRepair,0.0,0.0,0.0,EXT-MQ-060,memory_query,False,0
1.0,0.00028238,1.0,True,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,7121.1,1,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-RR-059,rule_repair,False,1693
0.0,0.0,1.0,False,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,0.0,0,SingleAgent-AllTools,1.0,0.0,1.0,EXT-RR-059,rule_repair,False,0
0.6667,0.00028812,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,13084.5,1,SingleAgent-AllTools,1.0,1.0,0.0,EXT-DB-040,data_binding,False,1463
0.6667,0.00066374,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,26817.7,2,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-DB-040,data_binding,False,3565
1.0,0.0004683,1.0,False,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,15732.8,2,KAFarmTwin-TypedRepair,0.3043,1.0,1.0,EXT-AR-009,asset_routing,False,2714
0.0,0.00111398,1.0,False,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,59202.3,3,SingleAgent-AllTools,0.0563,0.1667,0.6667,EXT-AR-009,asset_routing,False,5238
0.0,0.0,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,0.0,0,SingleAgent-AllTools,1.0,0.0,1.0,EXT-RR-030,rule_repair,False,0
1.0,0.0002646,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,8070.9,1,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-RR-030,rule_repair,False,1588
1.0,0.00082726,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,221626.6,2,KAFarmTwin-TypedRepair,0.1935,1.0,1.0,EXT-AR-019,asset_routing,False,4060
0.0,0.00117642,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,71337.3,3,SingleAgent-AllTools,0.1875,0.6,0.875,EXT-AR-019,asset_routing,False,5424
0.0,0.00190876,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,131245.1,3,SingleAgent-AllTools,0.16,0.6667,0.6667,EXT-SC-029,scene_construction,False,8049
0.0,0.00234332,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,336214.5,3,KAFarmTwin-TypedRepair,1.0,0.625,1.0,EXT-SC-029,scene_construction,False,9622
0.0,0.00256998,1.0,True,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,184004.2,3,KAFarmTwin-TypedRepair,1.0,0.3636,1.0,EXT-SC-011,scene_construction,False,10484
0.0,0.0011655,1.0,True,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,73180.9,3,SingleAgent-AllTools,1.0,0.6667,0.75,EXT-SC-011,scene_construction,False,5384
0.0,0.0,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,0.0,0,SingleAgent-AllTools,1.0,0.0,1.0,EXT-RR-016,rule_repair,False,0
1.0,0.00023646,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,5373.9,1,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-RR-016,rule_repair,False,1495
0.3333,0.0017719799999999998,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,64026.9,4,KAFarmTwin-TypedRepair,0.9296,0.5455,1.0,EXT-AR-040,asset_routing,False,9939
0.0,0.00056938,0.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,0.0,38717.9,1,SingleAgent-AllTools,0.0,0.0,0.0,EXT-AR-040,asset_routing,False,2414
0.0,0.0,1.0,False,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,0.1,0,SingleAgent-AllTools,1.0,0.0,1.0,EXT-RR-014,rule_repair,False,0
1.0,0.00026096,1.0,True,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,8874.2,1,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-RR-014,rule_repair,False,1523
1.0,0.0007471800000000001,1.0,True,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,25145.7,2,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-DB-059,data_binding,False,4283
1.0,0.0003486,1.0,True,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,18686.1,1,SingleAgent-AllTools,1.0,1.0,0.0,EXT-DB-059,data_binding,False,1737
0.5,0.00028938,1.0,False,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,13856.3,1,SingleAgent-AllTools,1.0,1.0,0.0,EXT-DB-005,data_binding,False,1458
0.5,0.00061502,1.0,False,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,32655.8,2,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-DB-005,data_binding,False,3290
0.5,0.0005884200000000001,1.0,False,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,23535.0,2,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-DB-014,data_binding,False,3197
0.5,0.0002793,1.0,False,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,19318.7,1,SingleAgent-AllTools,1.0,1.0,0.0,EXT-DB-014,data_binding,False,1421
0.0,0.0,1.0,False,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,0.0,0,SingleAgent-AllTools,0.0,0.0,1.0,EXT-SC-049,scene_construction,True,0
0.0,0.0025262999999999996,1.0,True,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,177992.3,3,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-SC-049,scene_construction,False,10236
1.0,0.00029652,1.0,True,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,8068.4,1,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-RR-048,rule_repair,False,1764
0.0,0.0,1.0,False,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,0.0,0,SingleAgent-AllTools,1.0,0.0,1.0,EXT-RR-048,rule_repair,False,0
0.0,0.00126938,1.0,True,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,75002.3,3,SingleAgent-AllTools,1.0,0.6667,0.625,EXT-SC-050,scene_construction,False,5751
0.0,0.0016597,1.0,True,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,104867.5,3,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-SC-050,scene_construction,False,7144
0.0,0.0,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2.4,0,KAFarmTwin-TypedRepair,0.0,0.0,0.0,EXT-MQ-039,memory_query,False,0
0.0,0.0,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,1.9,0,SingleAgent-AllTools,0.0,0.0,0.0,EXT-MQ-039,memory_query,False,0
0.0,0.0008671600000000001,1.0,False,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,45078.6,3,SingleAgent-AllTools,0.0444,0.4,1.0,EXT-AR-002,asset_routing,False,4306
0.5,0.0004932199999999999,1.0,False,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,16734.2,2,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-AR-002,asset_routing,False,2797
1.0,0.00020622,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,3039.3,1,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-RR-042,rule_repair,False,1380
0.0,0.0,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,0.0,0,SingleAgent-AllTools,1.0,0.0,1.0,EXT-RR-042,rule_repair,False,0
0.0,0.00085848,1.0,False,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,40723.7,3,SingleAgent-AllTools,0.0635,0.6154,0.7,EXT-AR-059,asset_routing,False,4309
1.0,0.00109186,1.0,False,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,61995.8,2,KAFarmTwin-TypedRepair,0.3,0.6,1.0,EXT-AR-059,asset_routing,False,5113
1.0,0.00058632,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,22620.4,2,KAFarmTwin-TypedRepair,0.3889,0.75,1.0,EXT-AR-021,asset_routing,False,3197
0.0,0.00120302,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,67368.6,3,SingleAgent-AllTools,0.1538,0.2667,0.9231,EXT-AR-021,asset_routing,False,5544
0.0,0.00111104,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,242981.7,3,SingleAgent-AllTools,0.0513,0.2667,0.8571,EXT-AR-041,asset_routing,False,5284
1.0,0.00058366,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,19979.0,2,KAFarmTwin-TypedRepair,0.2368,0.75,1.0,EXT-AR-041,asset_routing,False,3217
1.0,0.00062342,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,23083.1,2,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-DB-026,data_binding,False,3425
0.6667,0.0003052,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,13009.0,1,SingleAgent-AllTools,1.0,1.0,0.0,EXT-DB-026,data_binding,False,1526
0.6667,0.00030198,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,14077.6,1,SingleAgent-AllTools,1.0,1.0,0.0,EXT-DB-024,data_binding,False,1517
0.6667,0.00065226,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,25028.9,2,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-DB-024,data_binding,False,3539
1.0,0.00049224,1.0,True,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,16249.4,2,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-AR-008,asset_routing,False,2772
0.0,0.00131152,1.0,False,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,71353.2,3,SingleAgent-AllTools,0.0541,0.0,0.75,EXT-AR-008,asset_routing,False,5850
0.0,0.00088984,1.0,True,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,39641.9,3,SingleAgent-AllTools,1.0,1.0,0.625,EXT-SC-046,scene_construction,False,4391
0.0,0.0011757199999999999,1.0,False,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,65451.7,3,KAFarmTwin-TypedRepair,0.9888,0.7273,1.0,EXT-SC-046,scene_construction,False,5404
0.0,0.0,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2.3,0,KAFarmTwin-TypedRepair,0.0,0.0,0.0,EXT-MQ-029,memory_query,False,0
0.0,0.0,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,1.8,0,SingleAgent-AllTools,0.0,0.0,0.0,EXT-MQ-029,memory_query,False,0
0.0,0.0,1.0,True,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,1.5,0,SingleAgent-AllTools,0.0,0.0,0.0,EXT-MQ-008,memory_query,False,0
0.0,0.0,1.0,True,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,1.2,0,KAFarmTwin-TypedRepair,0.0,0.0,0.0,EXT-MQ-008,memory_query,False,0
1.0,0.00022386,1.0,True,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,2808.3,1,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-RR-052,rule_repair,False,1504
0.0,0.0,1.0,False,hard,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,0.0,0,SingleAgent-AllTools,1.0,0.0,1.0,EXT-RR-052,rule_repair,False,0
0.75,0.00035784,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,16085.4,1,SingleAgent-AllTools,1.0,1.0,0.0,EXT-DB-021,data_binding,False,1734
1.0,0.00063784,1.0,True,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,20091.2,2,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-DB-021,data_binding,False,3595
1.0,0.00018914,1.0,True,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,3056.3,1,KAFarmTwin-TypedRepair,1.0,1.0,1.0,EXT-RR-003,rule_repair,False,1252
0.0,0.0,1.0,False,easy,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,0.0,0,SingleAgent-AllTools,1.0,0.0,1.0,EXT-RR-003,rule_repair,False,0
0.0,0.0,1.0,False,medium,8b7d4695f32523c96c79e649252f6f7b9f85eab9a7f6973a565553a740c47c5f,evaluator_v2.3,1.0,0.0,0,SingleAgent-AllTools,1.0,0.0,1.0,EXT-RR-029,rule_repair,False,0
